sig_num_sap,sig_nom_bapteme,sig_capacite_totale,sig_cote_sol,sig_proprietaire,sig_gestionnaire,sig_annee_pose,indice_position,cellule_subnet,code_fonction,commentaire,centre_exploit,commune,adresse,precloca,coord_x,coord_y,gps_lat,gps_long,diponibilite,derctrl,proctrl,decompte,diamtre_trap,entreprise,entreprise_autre,implantation,acces,largeur,longueur,hauteur,alim_elec,mm_lien,stationnement,zf_nom,zone_delestage,ident,objectid,revetement,valide,nature,diam_nom,materiau,calorifuge
S00171901-B01,001719-B01,,,1008,1014,1900,1,,,,,91141,,,686339.82990288,615180.70189718,50.34642467,4.87921205,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={224ebeaa-ca0c-48e5-9a2b-d1cd71f21a79},,3,,BAT-1925,1925,X,,,,,
S00201301-B01,002013-B03,,,1014,1014,1900,4,,L,,,63049,,,771581.61924022,630561.92691417,50.47313117,6.08158707,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={ac02e7b7-92cb-4368-a544-7ecf3bdfe836},,10,,BAT-1928,1928,X,2024-03-14T00:00:00,,,,
S00116001-B01,S00116001-B01,,,1014,1014,1900,3,,Q,,,58001,,,633558.568752,625613.50013241,50.44110255,4.13720212,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={5b27654a-b2f9-4572-a670-635be1879af5},,15,,BAT-1930,1930,X,,,,,
S00115002-B01,001150-B02,,,1014,1014,1900,1,,,,,56001,,,643519.64385,622084.8504,50.40962798,4.27747435,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={a2ee04aa-a2fe-45ab-bd0b-ea71e4749829},,15,,BAT-1931,1931,X,,,,,
S00116502-B02,S00116502-B02,,,1014,1014,1900,1,,,,,58001,,,633419.36331926,626394.68919701,50.4481732,4.13517236,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={4aca39aa-9293-4569-85c3-573c081255ed},,15,,BAT-1932,1932,X,,,,,
S00127001-B01,S00127001-B01,1000,111.5,1014,1014,1900,3,,H,,,53053,,,626555.68273962,632018.24851261,50.49838152,4.03812139,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={f6e99c7a-a98a-4edf-963a-7376e7b7803c},,15,,BAT-1933,1933,X,,,,,
S00109901-B01,S00109901-B01,,,1014,1014,1900,1,,J,,,57064,,,596719.28047125,632763.01596615,50.5032527,3.61752187,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={ca1c5a5a-8fee-4fc3-8f7a-e6df863807ff},,14,,BAT-1934,1934,X,,,,,
S00299201-B01,S00299201-B01,150,,1014,1014,1900,4,,,,,92140,,,673688.10281002,629046.32176641,50.47173814,4.70235907,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={0124253e-ea0e-4f71-9d2a-c746c9ec51c4},,3,,BAT-1935,1935,X,,,,,
001773-B07,,30,,1014,1014,1900,3,,,,,92003,,,698335.49833889,632047.24925601,50.49697151,5.05001584,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={67a40ff7-e5ed-47d6-aac5-ba102a9d22f6},,5,,BAT-1936,1936,X,,,,,
S00181901-B01,001819-B01,,,1014,1014,1900,4,,Q,,,62011,,,740527.76726663,664230.5491374,50.7813674,5.65249996,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={153da138-94eb-4b9e-a57d-753b0523cdf8},,9,,BAT-1937,1937,X,2023-10-04T00:00:00,,,,
S00185801-B01,S00185801-B01,,,1014,1014,1900,1,,J,,,63023,,,771601.23161217,647149.15734988,50.6221549,6.08725007,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={8d8e1d9d-8252-4819-88f1-800c7469fdef},,8,,BAT-1938,1938,X,2025-08-20T00:00:00,,,,
S00109701-B02,S00109701-B02,300,,1014,1014,1900,4,,H,,,57095,,,587236.80273636,660870.86536633,50.75498701,3.47915116,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={f5d101c2-5f41-46c2-a7de-294e53a0650d},,17,,BAT-1939,1939,X,,,,,
S00165701-B04,001657-B04,,,1014,1014,1900,5,,,,,92045,,,678366.79125316,628168.59009104,50.46363913,4.76814969,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={9c8a8074-f06f-49ae-9a65-fa3f4020cbad},,3,,BAT-1940,1940,X,,,,,
S00165701-B02,001657-B02,,,1014,1014,1900,5,,,,,92045,,,678364.62406154,628218.71478179,50.46403961,4.76816124,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={759cba0f-c7da-45f3-a8fc-84c30f79bd0c},,3,,BAT-1941,1941,X,,,,,
S00165803-B01,001658-B03,,,1014,1014,1900,5,,B,,,92045,,,676103.6892074,624815.20522236,50.43359189,4.73609985,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={69d39cce-4bb9-43a7-9090-4dc6ec56c278},,3,,BAT-1942,1942,X,,,,,
S00165801-B01,001658-B01,,,1014,1014,1900,5,,,,,92045,,,676246.55067603,624938.4973199,50.43469497,4.73812088,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={eabe8b7b-3a5e-4eb1-82e4-11c86edc9519},,3,,BAT-1943,1943,X,,,,,
S00137301-B01,S00137301-B01,,,1014,1014,1900,5,,v,,,92048,,,668465.12353858,621596.34885479,50.40495207,4.62842273,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={3c1cda2e-029c-4677-b924-61625928fb38},,12,,BAT-1944,1944,X,,,,,
S00275601-B01,S00275601-B01,,,1014,1014,1900,5,,,,,92048,,,668303.39262954,621583.73926692,50.4048446,4.62613719,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={b9926257-9587-48ab-818e-5bef8f4bedf0},,12,,BAT-1945,1945,X,,,,,
S00163301-B01,S00163301-B01,,,1014,1014,1900,1,,,,,52021,,,661793.09050334,626870.46402993,50.45235367,4.53480051,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={65c8058e-2f24-4c7d-b06a-3fafcce8fe4c},,12,,BAT-1947,1947,X,,,,,
S00400013-B01,,,,1014,1014,1900,1,,,,,51008,,,601936.5362292,640280.03310725,50.57134405,3.6901613,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={f4664667-f051-462f-8c1c-542b30e7c737},,16,,BAT-1950,1950,X,,,,,
S00400012-B01,,,,1014,1014,1900,1,,,,,51008,,,601684.24315769,640895.32942894,50.57684088,3.68648662,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={b48238c1-f5d3-4320-a825-a6ac990b2276},,16,,BAT-1951,1951,X,,,,,
S00400011-B01,,,,1014,1014,1900,1,,,,,57094,,,601932.89857725,641426.91100951,50.58164798,3.68993806,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={939f46fe-0e6f-4ee4-bddc-3e39cbcb34c0},,16,,BAT-1952,1952,X,,,,,
S00400010-B01,,,,1014,1014,1900,1,,,,,57094,,,602226.3095,641899.9799,50.58593394,3.69403735,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={7200cff8-c91a-4365-86fb-cddb0fd362c1},,16,,BAT-1953,1953,X,,,,,
S00400009-B01,,,,1014,1014,1900,1,,,,,57094,,,602204.21719363,642604.78162702,50.59226652,3.69363142,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={edbee88c-8f93-4ec2-954f-b8435122f224},,16,,BAT-1954,1954,X,,,,,
S00400008-B01,,,,1014,1014,1900,1,,,,,51004,,,602242.64705858,643278.0477964,50.59832169,3.69408872,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={a2ed3b9b-aa0f-4b7e-8820-9f3260acefb9},,16,,BAT-1955,1955,X,,,,,
S00400007-B01,,,,1014,1014,1900,1,,,,,51004,,,602327.55009309,643887.48404107,50.6038081,3.69521255,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={21a043fc-e455-432e-9029-a5138aa850d6},,16,,BAT-1956,1956,X,,,,,
S00400006-B01,,,,1014,1014,1900,1,,,,,51004,,,602539.13460421,644694.48133531,50.61108433,3.69811135,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={cd1575c8-855e-483f-bfb3-3d799006e7e0},,16,,BAT-1957,1957,X,,,,,
S00400002-B01,,1054,,1014,1014,1900,1,,H,,,51004,,,602889.15900806,650031.38333704,50.65899521,3.70202039,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={4ecf5733-458b-4e3b-84fe-f4776c18224a},,16,,BAT-1958,1958,X,,,,,
S00400002-B01,,,,1014,1014,1900,1,,,,,51004,,,602919.0871162,650139.26526713,50.66006033,3.70276755,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={7a26f5f5-0636-431e-ba27-10c7676cb116},,16,,BAT-1961,1961,X,,,,,
S00238612-B01,002386-B39,,,1014,1014,1900,1,,,,,62096,,,730216.39352018,641169.01491278,50.57566348,5.5012088,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={19648d00-f530-4aa4-894b-5a53cf65939d},,,,BAT-1964,1964,X,2025-09-02T00:00:00,,,,
S00205303-B01,002053-B22,150,,1014,1014,1900,4,,,,,62079,,,740548.62476918,655212.31445433,50.70036915,5.65052406,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={62e1ecbc-000a-4023-bf5d-255bd0a9b883},,9,,BAT-1965,1965,X,,,,,
001959-B01,001959-B01,70,168,1014,1014,1900,1,,,,,62060,,,735589.30951551,656602.22114154,50.71355424,5.58068046,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={546a9a52-6968-4df8-8656-20c8231d0014},,9,,BAT-1966,1966,X,,,,,
S00197201-B01,S00197201-B01,5,,1014,1014,1900,2,,JH,,,63045,,,755724.59861663,608246.74560105,50.27560566,5.8519576,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={2566533a-c32c-42cf-95c2-a605381182d3},,10,,BAT-1967,1967,X,,,,,
S00182802-B01,001828-B02,50,,1014,1014,1900,3,,,,,64015,,,708849.94220745,641315.56511899,50.5794552,5.19964294,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={77487b05-827e-40c4-9e70-4413cc01c38f},,5,,BAT-1968,1968,X,,,,,
S00176201-B05,001762-B05,40,,1014,1014,1900,3,,,,,92003,,,701425.03640599,630701.71033806,50.48477397,5.09335827,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={94c1a950-3af7-44d7-a08c-96b886ffdb80},,5,,BAT-1969,1969,X,,,,,
S00204901-B01,002049-B01,,,1014,1014,1900,5,,J,,,62079,,,742186.28755728,659104.48512477,50.73502897,5.67474865,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={1013d0cd-2247-4e52-a1d4-b88bf9160675},,9,,BAT-1970,1970,X,2023-12-13T00:00:00,,,,
S00183401-B01,001834-B01,,,1014,1014,1900,4,,c,,,64021,,,721412.83467628,656637.24918989,50.71579082,5.37998283,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={9fb01e89-0608-4864-9b6d-367003e2fa84},,5,,BAT-1971,1971,X,,,,,
S00183201-B01,001832-B01,,,1014,1014,1900,5,,,,,64021,,,720951.15725,656035.53745,50.71040824,5.37329893,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={d7da5000-53b1-4b01-a060-ad441f26d59a},,5,,BAT-1972,1972,X,,,,,
S00271901-B01,S00271901-B01,,,1014,1014,1900,1,,J,,,57081,,,580232.39864034,648271.90942752,50.6409747,3.3822903,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={ce6e3946-9642-4f0b-b2c1-ecc2c272f972},,17,,BAT-1974,1974,X,2021-02-23T00:00:00,,,,
S00111501-B02,S00111501-B02,,,1014,1014,1900,4,,L,,,53070,,,612591.0715,630598.2538,50.48502517,3.84149271,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={55ac522a-d2b4-4cc9-a07b-a4f9ecbf0990},,14,,BAT-1976,1976,X,,,,,
S00197401-B02,,140,,1014,1014,1900,1,,QH,,,63045,,,751566.91255349,608341.20595586,50.27714388,5.79363895,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={9d4eccc6-35bd-4a67-b73a-f314e2bf1a22},,10,,BAT-1977,1977,X,,,,,
S00197401-B01,,80,480.75,1014,1014,1900,1,,H,,,63045,,,751586.64079868,608349.94096651,50.27722649,5.79390453,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={4d82afe7-e440-4180-b184-a425e6d9f6ec},,10,,BAT-1978,1978,X,,,,,
S00196901-B01,S00196901-B01,37,460,1014,1014,1900,2,,JQH,,,63045,,,754945.30247571,611700.40097799,50.30678127,5.84197826,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={31940bfd-c83f-41e1-90b3-10005c99319f},,10,,BAT-1979,1979,X,2025-02-04T00:00:00,,,,
S00197301-B01,S00197301-B01,47,,1014,1014,1900,3,,H,,,63045,,,749159.15948684,610261.1595734,50.29484621,5.76039835,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={961a8162-81d2-4ca5-a5ce-b754d4bd518f},,10,,BAT-1980,1980,X,2024-02-29T00:00:00,,,,
S00196101-B01,S00196101-B01,80,450,1014,1014,1900,5,,JH,,,63045,,,754852.58825422,611486.65746887,50.30490445,5.84058105,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={40e87510-0343-4ff5-a375-8c9a0cae1ce7},,10,,BAT-1981,1981,X,2023-08-08T00:00:00,,,,
S00196001-B01,S00196001-B01,66,430,1014,1014,1900,3,,H,,,63045,,,752719.12722029,612546.99165392,50.31478772,5.8109809,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={996bc779-4776-44ef-8f91-ccfe97b6cbd7},,10,,BAT-1982,1982,X,2023-08-02T00:00:00,,,,
S00197501-B01,S00197501-B01,9,,1014,1014,1900,5,,I,,,63045,,,746620.14089229,615714.767875,50.34431958,5.72617021,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={7ca3b188-4983-4422-a811-71d835da9bef},,10,,BAT-1983,1983,X,,,,,
S00196701-B01,S00196701-B01,18,,1014,1014,1900,5,,H,,,63045,,,746824.16308302,613167.68946634,50.32138807,5.72837264,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={1e7d5cd3-ccc6-4cd5-88bb-70caca378292},,10,,BAT-1984,1984,X,,,,,
S00196201-B02,001963-B01,,,1014,1014,1900,5,,A,,,63045,,,748833.94295,608783.76255,50.28164948,5.75544061,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={b3e9fdea-9e02-4028-988f-606c6c18f9e9},,10,,BAT-1985,1985,X,,,,,
S00196401-B02,001964-B02,,,1014,1014,1900,3,,,,,63045,,,748688.87278352,608536.00193315,50.27943749,5.75332384,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={62ef2c39-1911-4d2b-99c0-c12cf183b751},,10,,BAT-1986,1986,X,,,,,
S00196401-B01,001964-B01,,,1014,1014,1900,3,,,,,63045,,,748723.35833337,608572.0558167,50.27975699,5.75381951,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={0c98c56b-f48b-4f3a-ad2c-8c8dac1d4b08},,10,,BAT-1987,1987,X,,,,,
S00197202-B01,001972-B01,,,1014,1014,1900,5,,,,,63045,,,755898.10354166,608236.176875,50.27549114,5.85438151,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={a889b96a-6caa-4a8c-a087-f5283715b14a},,10,,BAT-1988,1988,X,,,,,
S00196102-B01,001961-B01,,,1014,1014,1900,5,,,,,63045,,,754992.80174223,611450.59777354,50.30454076,5.84258695,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={d545b304-942a-4231-8e0a-358fc1fb0409},,10,,BAT-1989,1989,X,,,,,
S00156801-B01,S00156801-B01,,,1014,1014,1900,1,,,,,,,,666222.3462857,630028.55097894,50.48083241,4.59721143,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={bdbab9a2-cc59-48d6-b0d6-bf395e2e4a0e},,12,,BAT-1990,1990,X,,,,,
S00208101-B01,002081-B01,,,1014,1014,1900,4,,,,,63088,,,765934.25809315,661345.646975,50.75093666,6.01172289,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={e9b32b38-d707-4ee1-b57d-a9f414161a6e},,8,,BAT-1991,1991,X,,,,,
S00120301-B02,001203-B02,150,,1014,1014,1900,3,,K,,,25105,,,638152.0448626,650507.97958405,50.66504921,4.20116522,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={1290f3ca-db05-411a-be20-67eae21e7a2a},,15,,BAT-1992,1992,X,,,,,
S00115902-B02,S00115902-B02,2000,,1014,1014,1900,3,,,,,58002,,,636056.65134843,625143.66818165,50.43708881,4.1721817,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={d035a95f-9ec2-4cff-9f05-df68fb6da6d8},,15,,BAT-1993,1993,X,,,,,
S00115902-B03,001159-B04,,,1014,1014,1900,3,,,,,58002,,,636057.34570427,625170.68710098,50.43725527,4.17236837,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={224d3e75-47c1-4633-8e0f-6878b247eb38},,15,,BAT-1994,1994,X,,,,,
S00166102-B01,001661-B02,,,1014,1014,1900,3,,,,,91142,,,683973.29372316,600073.51974208,50.21073303,4.84457366,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={e161fe35-28dd-47cc-8632-cc7fc171858e},,4,,BAT-1996,1996,X,,,,,
S00180201-B01,S00180201-B01,25,232,1014,1014,1900,5,,I,,,62009,,,747068.06379985,629858.95811306,50.47138086,5.73615617,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={c5b0c545-9bfa-4fed-bdd3-94ef0844579d},,6,,BAT-1997,1997,X,,,,,
S00149801-B01,,40,,1014,1014,1900,3,,,,,25048,,,686213.26718026,655280.72797628,50.70691864,4.88139899,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={f233699d-01ba-462a-8997-3fcf6ca2dd8d},,5,,BAT-1998,1998,X,,,,,
S00180101-B01,S00180101-B01,6,211,1014,1014,1900,5,,,,,62009,,,747217.88592468,629832.58581075,50.47112106,5.73825908,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={ffc28680-0f4e-4397-9572-3354defe5840},,6,,BAT-1999,1999,X,,,,,
S00180701-B01,S00180701-B01,10,220,1014,1014,1900,5,,I,,,62009,,,741037.58035342,629797.61913862,50.47180751,5.65120264,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={bac752c1-4e68-44c5-b174-a00325f4fb54},,6,,BAT-2000,2000,X,,,,,
S00135001-B01,,3500,260.30999756,1014,1014,1900,2,,H,,,92087,,,666289.51400362,610642.30149811,50.30652098,4.59679172,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={3e0098dc-cfaa-469d-8c65-f322401cb53b},,13,,BAT-2001,2001,X,2024-10-11T00:00:00,,,,
S00284701-B01,002847-B01,,,1014,1014,1900,4,,,,,63049,,,766922.47241648,626497.28066685,50.43751184,6.01468873,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={4d6f8642-f83c-474d-b10f-dcd8c8e3ce05},,10,,BAT-2003,2003,X,,,,,
S00196901-B03,001969-B02,,,1014,1014,1900,5,,,,,63045,,,754953.25602261,611776.82280415,50.30748439,5.8421253,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={3d2ea77d-35e7-4d73-9d0e-642a81fa3d64},,10,,BAT-2004,2004,X,,,,,
S00196901-B02,001969-B01,,,1014,1014,1900,3,,,,,63045,,,754973.92497809,611754.38648678,50.30728193,5.8424122,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={c9c4752a-a5dd-4142-b86f-db17ec89a1a7},,10,,BAT-2005,2005,X,,,,,
S00197602-B01,001976-B01,30,,1014,1014,1900,3,,,,,63045,,,752809.85450779,607611.4737847,50.27040293,5.81086196,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={1c7080ac-cc01-434a-850f-3cd8c852ff6f},,10,,BAT-2006,2006,X,,,,,
S00196801-B01,S00196801-B01,,,1014,1014,1900,5,,,,,63045,,,749401.68455901,613993.64165266,50.32838966,5.7647818,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={d9ff7010-927d-4527-9d75-6c759c215c68},,10,,BAT-2007,2007,X,2025-01-14T00:00:00,,,,
S00197302-B01,001973-B01,20,,1014,1014,1900,3,,,,,63045,,,749272.36787296,609966.11814893,50.29218819,5.76192136,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={7e457752-796c-427e-84d5-cb5873623d15},,10,,BAT-2008,2008,X,,,,,
S00136001-B01,,600,,1014,1014,1900,2,,H,,,92137,,,668270.20399208,622091.60109181,50.40933555,4.62566995,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={f6efc824-9735-4dca-baca-a782ea41990a},,12,,BAT-2009,2009,X,,,,,
S00112001-B08,001120-B04,100,90,1014,1014,1900,1,,,,,55040,,,625830.36176026,640365.82294681,50.57350146,4.02751169,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={5a28983b-d0db-4a05-a6a7-5b4cda5d76b3},,16,,BAT-2010,2010,X,,,,,
S00264702-B01,002647-B04,1000,331.6,1014,1014,1900,3,,JQH,,,81001,,,750648.72375641,537248.14039023,49.63819955,5.76169759,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={fe6490e7-e20f-4b6e-a8fe-24889f93f14d},,7,,BAT-2011,2011,X,2023-04-27T00:00:00,,,,
S00128103-B01,S00128103-B01,1600,,1014,1014,1900,1,,JH,,,55040,,,628392.29659269,641775.00903142,50.58616308,4.06373683,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={0ccea719-c2f9-4c8b-ba05-800a3295d705},,16,,BAT-2012,2012,X,,,,,
S00112001-B03,S00112001-B03,,,1014,1014,1900,5,,C,,,55040,,,625816.48465,640422.8211,50.57403498,4.02728211,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={70eaf8ab-c3f4-49d2-bd9b-aa5a2e18dcf9},,16,,BAT-2013,2013,X,,,,,
S00112001-B04,001120-B06,,,1014,1014,1900,5,,,,,55040,,,625852.75191569,640346.69429866,50.57327197,4.02783183,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={9b37d8b5-afa3-4692-9d7c-6c28a83bebe5},,16,,BAT-2014,2014,X,,,,,
S00112001-B05,001120-B07,300,90,1014,1014,1900,5,,,,,,,,625812.48224692,640339.65917563,50.57321654,4.02722829,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={8e09672c-2b70-4474-82d6-593210611abb},,16,,BAT-2015,2015,X,,,,,
