objectid,type,code_eunis,travauxbiodivdebut,travauxbiodivfin,ident,ventesdebois,commune,num_sap,nom_sap,num_sap_anc,fiabilite,statut,observation,proprietaire,gestionnaire,natura2000code,natura2000nom,nom_agent_n2000,tel_agent_n2000,canton_dnf,triage_dnf,tel_canton_dnf,agent_dnf,tel_agent_dnf,gps_lat,gps_long,symbo,gestiondiff,complet,travauxbiodiversite,regime_forestier,tonte,fauchage_cla,fauchage_tar,haie,surface_etan,debrousaillement,plandeau,desherbage,demoussage,clotureconf1,cloturenconf1,portailconf,clotureconf2,clotureconf3,portailnconf,cloturenconf2,cloturenconf3,plantation,fosseterre,fossebeton,caniveau,avaloir,panneaupv,refplan,debroussaillement_tar,plandeautechnique,degagementcloture,deneigement,salage,mm_lien
20949,IND,,,,TER-1880,,Beaumont,S00133901,BARBENÇON  FAYT,001339-T01,5,non-regul,Créé en fonction de l objet EP_SITE,,,,,,,THU,RENLIES,,,,,,IND_autre,,,,,,,,,,7.6,,,6,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={FB31AE78-8B3A-492D-942A-B9175C3364A9}
20950,IND,,,,TER-1881,,Hamoir,001898-T01,HAMOIR CRETALLES T SP/R500,,5,non-regul,Créé en fonction de l objet EP_SITE,,,,,,,AYW,COMBLAIN-AU-PONT,,,,,,IND_autre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={52355AB0-5409-4AE5-A35B-080B23CB9015}
20951,IND,,,,TER-1882,,Florenville,002608-T01,VILLERS-DEVANT-ORVAL T R,002608-T01,5,non-regul,Créé en fonction de l objet EP_SITE,,,,,,,FLO, ORVAL,,,,,,IND_autre,,,,,1609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={7097912B-CE73-4F1D-89D8-9B6052D3D6F5}
20952,IND,,,,TER-1883,,Messancy,S00265602,GUELFF T R56,002656-T02,5,non-regul,Créé en fonction de l objet EP_SITE,,,,,,,ARL,MESSANCY,,,,,,IND_autre,,,,,,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={2F7CD7C7-E92A-497A-81BC-EFA160567460}
20953,IND,,,,TER-1884,,Messancy,002655-T01,TURPANGE T R,,5,non-regul,Créé en fonction de l objet EP_SITE,,,,,,,ARL,MESSANCY,,,,,,IND_autre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={0D59C5F8-D19D-4227-A150-07E5AFD1DAAF}
20954,IND,,,,TER-1885,,Messancy,S00265601,GUELFF T SP+R50,002656-T01,5,non-regul,Créé en fonction de l objet EP_SITE,,,,,,,ARL,MESSANCY,,,,,,IND_autre,,,,,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={ACE052DA-10EB-4AB4-A081-DA016B6DEE5D}
20955,PPR,,,,TER-1886,,Aubange,002669-T01,HALANZY T SP,002669-T01,5,non-regul,Créé en fonction de l objet EP_SITE,,,,,,,ARL,AUBANGE,,,,,,PPR_autre,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={41A85D25-73CE-4F15-9A2C-8191196063EF}
20956,PPR,,,,TER-1887,,Aubange,S00266803,RACHECOURT R,002668-T03,5,non-regul,Créé en fonction de l objet EP_SITE,,,,,,,ARL,AUBANGE,,,,,,PPR_autre,,,,,,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={0655326E-1585-4B4C-A2AC-A689B72469F9}
20957,IND,,,,TER-1888,,Messancy,002654-T03,SÉLANGE T G1,002654-T03,5,non-regul,Créé en fonction de l objet EP_SITE,,,,,,,ARL,MESSANCY,,,,,,IND_autre,,,,,,,,,,12.36,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={F4855E2D-9B12-4407-8AAF-1C719CB1F53E}
20958,IND,,,,TER-1889,,Messancy,S00265401,SÉLANGE T R50+SP+P1,002654-T01,5,non-regul,Créé en fonction de l objet EP_SITE,,,,,,,ARL,MESSANCY,,,,,,IND_autre,,,,,,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={BB8283BF-A5B4-486D-9CCC-01B71B01FF72}
20959,IND,,,,TER-1890,,Walcourt,S00157901,VOGENÉE,001579-T01,5,non-regul,Créé en fonction de l objet EP_SITE,,,,,,,PHI,CLERMONT,,,,,,IND_autre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={C2B03B0E-141D-44D2-B6F8-6DDF8DAC5228}
20960,IND,,,,TER-1891,,Houffalize,002510-T04,WIBRIN NV R40+SP BERISMENIL T,002510-T04,5,non-regul,Créé en fonction de l objet EP_SITE,,,,,,,LAR,WIBRIN,,,,,,IND_autre,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={78EB3BE3-B1C6-437B-80F1-047E149AF811}
20961,IND,,,,TER-1892,,Beaumont,S00155601,STRÉE,001556-T01,5,non-regul,Créé en fonction de l objet EP_SITE,,,,,,,THU,BEAUMONT,,,,,,IND_autre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={FF4504DA-7E02-4A51-BF88-E2B40891BBAD}
20962,IND,,,,TER-1893,,Tubize,S00120101,RV et SURP DE SAINTES,001201-T01,5,non-regul,Créé en fonction de l objet EP_SITE,,,,,,,NIV,BRAINE LE COMTE,,,,,,IND_autre,,,,,,,,,,6,,65,,,,,,,,,,,,,5,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={173ACD7A-8B49-4F92-AAE6-61DC5B216677}
20963,IND,,,,TER-1894,,Neufchâteau,002578-T01,OFFAING T R,002578-T01,5,non-regul,Créé en fonction de l objet EP_SITE,,,,,,,NEU,GRAPFONTAINE,,,,,,IND_autre,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={73EB83A6-DAF8-4576-8767-EE264DD8F369}
20964,IND,,,,TER-1895,,Neufchâteau,002576-T03,PETITVOIR T R60+SP,,5,non-regul,Créé en fonction de l objet EP_SITE,,,,,,,NEU,GRANDVOIR,,,,,,IND_autre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={7FDEC127-2AE9-4DA6-B5A2-1CD23C6A1929}
20965,IND,,,,TER-1896,,Bertrix,002585-T01,BURHAIMONT T H,002585-T01,5,non-regul,Créé en fonction de l objet EP_SITE,,,,,,,NEU,BERTRIX,,,,,,IND_autre,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={F91CE059-F2C7-4F94-8337-309668C093E0}
20966,PPR,,,,TER-1897,,Ellezelles,S00106101,ELLEZELLES SP RV + RV100,001061-T01,5,regul,,,,,,,,MON,FRASNES LEZ ANVAING,,,,,,PPR_autre,,,,,1363,,,,,4.43,,,120,,,,,,,,,,,,4,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={A5649D41-7528-48CA-9E4C-23444C431137}
20967,IND,,,,TER-1898,,Bertrix,S00259501,ROSSART T LONGUEFEU R90/SP,002595-T01,5,non-regul,Créé en fonction de l objet EP_SITE,,,,,,,NEU,ROSSART,,,,,,IND_autre,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={39C14631-A5F1-4D3A-A3E1-30FC66544CFB}
20968,IND,,,,TER-1899,,Herbeumont,002776-T01,HERBEUMONT STRAIMONT R25 T,002776-T01,5,non-regul,Créé en fonction de l objet EP_SITE,,,,,,,NEU,STRAIMONT,,,,,,IND_autre,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={080CA984-7D6A-4622-9D83-4D342F2FB549}
20969,IND,,,,TER-1900,,Herbeumont,002745-T01,MARTILLY T R50,002745-T01,5,non-regul,Créé en fonction de l objet EP_SITE,,,,,,,NEU,STRAIMONT,,,,,,IND_autre,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={C7282A22-3757-4787-B4DA-1B303F315466}
20970,IND,,,,TER-1901,,Herbeumont,002740-T01,SAINT-MEDARD T R250,002740-T01,5,non-regul,Créé en fonction de l objet EP_SITE,,,,,,,NEU,SAINT MEDARD,,,,,,IND_autre,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={0FB6E2FA-66E8-4FAB-8D45-D18AE05E7A36}
20971,IND,,,,TER-1902,,Herbeumont,002739-T01,HERBEUMONT D T D1,,5,non-regul,Créé en fonction de l objet EP_SITE,,,BE34046,Bassin de la Semois de Florenville à Auby,,,NEU,SAINT MEDARD,,,,,,IND_autre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={1E0C70FC-965B-4931-ADDD-B9548160C2E7}
20972,IND,,,,TER-1903,,Herbeumont,002743-T01,HERBEUMONT ANCIEN T R100,002743-T01,5,non-regul,Créé en fonction de l objet EP_SITE,,,,,,,NEU,HERBEUMONT CNE,,,,,,IND_autre,,,,,,6.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={722FB256-B5BC-4ADD-A55E-FDC993DA25BD}
20973,IND,,,,TER-1904,,Bertrix,002777-T01,HERBEUMONT MORTEHAN R40/ST T,002777-T01,5,non-regul,Créé en fonction de l objet EP_SITE,,,,,,,NEU,CUGNON,,,,,,IND_autre,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={9C82C4DB-8C38-41B7-ACB1-B5FB1B6C9EED}
20974,IND,,,,TER-1905,,Bertrix,002587-T01,BLANCHE OREILLE T SP,,5,non-regul,Créé en fonction de l objet EP_SITE,,,,,,,NEU,JEHONVILLE,,,,,,IND_autre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={91771445-A012-4F84-B612-8DBEF797704C}
20975,IND,,,,TER-1906,,Bertrix,002586-T03,ASSENOIS T BUISSON D1,002586-T03,5,non-regul,Créé en fonction de l objet EP_SITE,,,,,,,NEU,JEHONVILLE,,,,,,IND_autre,,,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={78B95A6C-8C2B-4343-BDAA-07D86D352757}
20976,IND,,,,TER-1907,,Bertrix,002588-T01,ACREMONT T SP,,5,non-regul,Créé en fonction de l objet EP_SITE,,,,,,,NEU,JEHONVILLE,,,,,,IND_autre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={045D9042-AC54-4B6D-86EC-3677BB5DF800}
20977,IND,,,,TER-1908,,Bertrix,002588-T04,ACREMONT T BOIS DE FATH S1,,5,non-regul,Créé en fonction de l objet EP_SITE,,,,,,,NEU,JEHONVILLE,,,,,,IND_autre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={6313C1BE-8F8F-4FB1-AA25-8E5F44075E18}
20978,IND,,,,TER-1909,,Bertrix,002590-T01,SART T R,002590-T01,5,non-regul,Créé en fonction de l objet EP_SITE,,,,,,,NEU,JEHONVILLE,,,,,,IND_autre,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={3A750B8F-ECDD-4037-AA6C-29E574D7141A}
20979,IND,,,,TER-1910,,Bertrix,002590-T02,SART T P,002590-T02,5,non-regul,Créé en fonction de l objet EP_SITE,,,,,,,NEU,JEHONVILLE,,,,,,IND_autre,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={14B0433C-8E3F-4436-B77D-0BFE68FB3047}
20980,IND,,,,TER-1911,,Durbuy,002467-T01,HEYD NOUVEAU T R20,,4,,,1014,1014,,,,,MAR,WERIS,,,,,,IND_SWDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={27E74D81-AE37-4849-BA3D-83DC1F4A70D8}
20981,IND,,,,TER-1912,,Bouillon,002779-T01,BUHAN R500 T,,5,non-regul,Créé en fonction de l objet EP_SITE,,,,,,,BOU,NOIREFONTAINE INTERI,,,,,,IND_autre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={9F329B6F-962D-46CD-B9EE-2D78F8FD3AD4}
20982,IND,,,,TER-1913,,Bouillon,002778-T01,NOIREFONTAINE R100 T,,5,non-regul,Créé en fonction de l objet EP_SITE,,,,,,,BOU,NOIREFONTAINE INTERI,,,,,,IND_autre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={7FF6E737-B1DE-4F62-A4EB-C31E6329072A}
20983,IND,,,,TER-1914,,Thuin,S00158001,WAIBES RÉSERVOIR,001580-T01,5,non-regul,Créé en fonction de l objet EP_SITE,,,,,,,THU,WAIBES,,,,,,IND_autre,,,,,,,,,,5,,,2,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={0A2D43CB-A052-4EEF-894D-139F2CD2FDED}
20984,IND,,,,TER-1915,,Thuin,S00156201,THUIN CE (DEMI-LUNE),001562-T01,5,non-regul,Créé en fonction de l objet EP_SITE,,,,,,,THU,L'ERMITAGE,,,,,,IND_autre,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={92D38816-1567-407D-AAD7-E1A5903E08AA}
20985,IND,,,,TER-1916,,Mons,S00128701,RV DE CUESMES,001287-T01,5,non-regul,Créé en fonction de l objet EP_SITE,,,,,,,MON,MONS,,,,,,IND_autre,,,,,,,,,,2.25,,135,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={BCBF14F0-96A1-496F-A700-7A05616D11C9}
20986,IND,,,,TER-1917,,Gesves,001642-T01,SORÉE UP T P1+R+SP,001642-T01,5,non-regul,Créé en fonction de l objet EP_SITE,,,,,,,NAM,GESVES,,,,,,IND_autre,,,,,,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={95C5B8F4-2564-4C3C-B028-3254381A91C7}
21085,PPR,,,,TER-2020,,Paliseul,S00261501,MAISSIN HÔMONT T R60,,5,regul,,,,,,,,BOU,PALISEUL,,,,,,PPR_autre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={4B725044-7519-4937-80C8-43FD8F746BA8}
20987,IND,,,,TER-1918,,Assesse,S00169702,CRUPET LT T R40 HAUT,001697-T02,5,non-regul,Créé en fonction de l objet EP_SITE,,,,,,,NAM,ASSESSE,,,,,,IND_autre,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={5F650E21-A2D5-4E8A-BFA6-E0F7A6E769A3}
20988,IND,,,,TER-1919,,Spa,S00212101,SPA SAUVENIERE,002121-T01,5,non-regul,Créé en fonction de l objet EP_SITE,,,BE33031,Bois de la Géronstère,,,SPA,ARTISTES,,,,,,IND_autre,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={4BA1F368-B4F6-44E9-A820-DD198E346CFE}
20989,IND,,,,TER-1920,,Profondeville,001712-T01,BOIS DE VILLERS T SU BEAUVALLON,001712-T01,5,non-regul,Créé en fonction de l objet EP_SITE,,,,,,,NAM,PROFONDEVILLE,,,,,,IND_autre,,,,,300,,,,,100,,,168,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={EB00D6AC-C17C-4CB3-8FC4-92DDBACAD2DB}
20990,IND,,,,TER-1921,,Profondeville,S00171106,ARBRE LT 7 MEUSES CUVES HYDRO T,001711-T06,4,non-regul,,1014,1014,,,,,NAM,PROFONDEVILLE,,,,,,IND_SWDE,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={C90F4B7A-A506-4432-93EC-4BD9497FBB9C}
20991,IND,,,,TER-1922,,Sombreffe,S00146401,KEUMIÉE,001464-T01,5,non-regul,Créé en fonction de l objet EP_SITE,,,,,,,NAM,SAMBREVILLE,,,,,,IND_autre,,,,,,,,,,9.9,,,40.5,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={D3389F90-19DC-451E-B230-F26D31C9F560}
20992,IND,,,,TER-1923,,Farciennes,S00141701,FARCIENNES,001417-T01,5,non-regul,Créé en fonction de l objet EP_SITE,,,,,,,NIV,FLEURUS,,,,,,IND_autre,,,,,,,,,,16.71,,,10,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={8308FD05-D26E-4185-A3F8-11356279CE95}
20993,IND,,,,TER-1924,,Profondeville,S00171103,ARBRE LT T R15+SP RIVIÈRE1,001711-T03,4,non-regul,,1014,1014,,,,,NAM,PROFONDEVILLE,,,,,,IND_SWDE,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={CBA0D584-F432-4F64-A56E-0401373D8197}
20994,IND,,,,TER-1925,,Durbuy,002438-T03,BORLON T R600,002438-T03,5,non-regul,Créé en fonction de l objet EP_SITE,,,,,,,MAR,TOHOGNE,,,,,,IND_autre,,,,,,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={A4F95555-2B1B-470A-AEA0-68F6E4007D82}
20995,IND,,,,TER-1926,,Dalhem,S00191401,HERVE (DALH,001914-T01,5,non-regul,Créé en fonction de l objet EP_SITE,,,,,,,VER,GRUNHAUT,,,,,,IND_autre,,,,,,5.49,,,,,,40,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={9BEA0771-43C2-4526-8D52-FE94F75E28FD}
20996,IND,,,,TER-1927,,Jemeppe-sur-Sambre,S00145801,JEMEPPE,001458-T01,5,non-regul,Créé en fonction de l objet EP_SITE,,,,,,,NAM,SOYE,,,,,,IND_autre,,,,,,,50,,,,,,10,,,,,,,,,,,,,2,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={FCDF053B-CAA9-4053-A636-21A19F67131B}
20997,IND,,,,TER-1929,,Flobecq,S00106601,FLOBECQ,001066-T01,5,non-regul,Créé en fonction de l objet EP_SITE,,,,,,,MON,FRASNES LEZ ANVAING,,,,,,IND_autre,,,,,25,,,,,1,,,40,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={A44766A9-4C68-47C2-9C25-7150656D43DE}
20998,IND,,,,TER-1930,,Ath,S00103301,MAINVAULT (RENOWELZ),001033-T01,5,non-regul,Créé en fonction de l objet EP_SITE,,,,,,,MON,LESSINES,,,,,,IND_autre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={DC96027A-36A7-45E4-B2E1-5A3B3D5C2F16}
21000,IND,,,,TER-1931,,Jalhay,S00195401,JALHAY SARPAI,001954-T01,5,non-regul,Créé en fonction de l objet EP_SITE,,,,,,,SPA,VIEILLES-FAGNES,,,,,,IND_autre,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={E9E08FA2-D29E-4B49-B880-140F3C432568}
21001,IND,,,,TER-1932,,Frasnes-lez-Anvaing,S00106801,OEUDEGHIEN (LONGBONNE),001068-T01,5,non-regul,Créé en fonction de l objet EP_SITE,,,,,,,MON,FRASNES LEZ ANVAING,,,,,,IND_autre,,,,,,,,,,0.2,,,25,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={479DB163-FC65-4899-9036-C19C1706992F}
21002,IND,,,,TER-1933,,Frasnes-lez-Anvaing,001067-T01,OEUDEGHIEN (FOLIES) T SURP,001067-T01,5,non-regul,Créé en fonction de l objet EP_SITE,,,,,,,MON,FRASNES LEZ ANVAING,,,,,,IND_autre,,,,,,,,,,0.2,,,24,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={2FA4C941-0C8C-4C67-B541-109CCC60416A}
21003,IND,,,,TER-1934,,Ellezelles,S00106301,LA HAMAIDE,001063-T01,5,non-regul,Créé en fonction de l objet EP_SITE,,,,,,,MON,FRASNES LEZ ANVAING,,,,,,IND_autre,,,,,,,,,,0.26,,,23,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={995946C1-840C-4B68-B2CF-1227CB3CE69E}
21004,IND,,,,TER-1935,,Mont-de-l'Enclus,S00109701,ORROIR SP RV,001097-T01,5,non-regul,Créé en fonction de l objet EP_SITE,,,,,,,MON,FRASNES LEZ ANVAING,,,,,,IND_autre,,,,,597,,,,,,,,12,,,,,,,,,,,,52,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={C40B1DBD-74B1-41C5-B9E6-16CA26A4EF33}
21005,IND,,,,TER-1936,,Malmedy,002013-T01,MALMEDY LONGFAYE T R10,002013-T01,5,non-regul,Créé en fonction de l objet EP_SITE,,,,,,,MAL,XHOFFRAIX (F),,,,,,IND_autre,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={565FFC9E-1562-44BA-979E-A413F21701F7}
21006,IND,,,,TER-1937,,Malmedy,002847-T01,MALMEDY BERNISTER D/R T,002847-T01,5,non-regul,Créé en fonction de l objet EP_SITE,,,,,,,MAL,BÉVERCÉ (F),,,,,,IND_autre,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={4376679B-9B4A-48CB-8DC5-00BE8D0CB926}
21007,IND,,,,TER-1938,,Malmedy,002007-T02,MALMEDY HEDOMONT T R150,002007-T02,5,non-regul,Créé en fonction de l objet EP_SITE,,,,,,,MAL,MALMÉDY (F),,,,,,IND_autre,,,,,,2.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={E847546B-AA37-4F01-B180-00ED18FFC3EE}
21008,IND,,,,TER-1939,,Amay,S00239001,AMAY BOIS R,002390-T01,5,non-regul,Créé en fonction de l objet EP_SITE,,,,,,,LIE,SAINT LAMBERT,,,,,,IND_autre,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={E608E65E-3237-4E38-8550-DF604E62EC0A}
21009,IND,,,,TER-1940,,Ecaussinnes,S00127801,ECAUSSINNES ST,001278-T01,5,non-regul,Créé en fonction de l objet EP_SITE,,,,,,,NIV,SOIGNIES,,,,,,IND_autre,,,,,1600,,73,,,,,,2316,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={51125D45-1AF9-4BD3-B122-41BEF9353399}
