objectid,type,code_eunis,travauxbiodivdebut,travauxbiodivfin,ident,ventesdebois,commune,num_sap,nom_sap,num_sap_anc,fiabilite,statut,observation,proprietaire,gestionnaire,natura2000code,natura2000nom,nom_agent_n2000,tel_agent_n2000,canton_dnf,triage_dnf,tel_canton_dnf,agent_dnf,tel_agent_dnf,gps_lat,gps_long,symbo,gestiondiff,complet,travauxbiodiversite,regime_forestier,tonte,fauchage_cla,fauchage_tar,haie,surface_etan,debrousaillement,plandeau,desherbage,demoussage,clotureconf1,cloturenconf1,portailconf,clotureconf2,clotureconf3,portailnconf,cloturenconf2,cloturenconf3,plantation,fosseterre,fossebeton,caniveau,avaloir,panneaupv,refplan,debroussaillement_tar,plandeautechnique,degagementcloture,deneigement,salage,mm_lien
19281,PPR,,,,TER-195,,Dinant,S00172701,LISOGNE LT SU,,4,regul,,,,,,,,DIN,DORINNE,,,,,,PPR_autre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={3F709D46-CB7F-4534-90F2-F620EB72D5D1}
21043,IND,,,,TER-1974,,Daverdisse,S00252401,HAUT FAYS TR CE35+S,002524-T01,4,non-regul,,1014,1014,,,,,LIB,HAUT-FAYS,,,,,,IND_SWDE,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={FE1B939D-3C3C-4561-85D7-19C3BC8F8E45}
21010,IND,,,,TER-1941,,Ath,S00103202,MAINVAULT (HAUT),001032-T02,5,non-regul,Créé en fonction de l objet EP_SITE,,,,,,,MON,LESSINES,,,,,,IND_autre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={8ABC78C1-4018-4E03-927C-F5CB1B85D1EE}
21293,IND,,,,TER-2236,,Mons,S00126301,SPIENNES,001263-T01,4,non-regul,"P5379/8/5379/110/1-1-Autre feuillu, mélange av. feuillus âges multipl (FR-ER-CA-EP 22m²);P5379/8/5379/110/1-1-Autre feuillu, mélange av. feuillus âges multipl (FR-ER-CA-EP 22m²)",1014,1014,BE32019,Vallée de la Trouille,,,MON,MONS,,,,,,IND_SWDE,,,,,8000,,,,,16.92,,,6,,,,,,,,,,400,,5,3,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={DE6B5842-59CC-4561-A8AD-5D3E747FDDFB}
21433,IND,,,,TER-2388,,Trois-Ponts,S00222601,TROIS PONTS HOUVEGNEZ,002226-T01,4,non-regul,,1014,1014,BE33053,Noir Ru et Vallée du Rechterbach,,,SPA,WANNE,,,,,,IND_SWDE,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={719D0D72-11AA-45A9-B6E5-4A625ECC80FD}
22002,PPR,,,,TER-2969,,Chièvres,S00105901,HUISSIGNIES,001059-T01,5,regul,,,,,,,,MON,CHIEVRES,,,,,,PPR_autre,,,,,154,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={C7AEF81C-4A0B-43CD-B8BD-A3F86D330D8A}
22118,PPR,,,,TER-3088,,Olne,S00203901,OLNE CHINCHOTTE,002039-T01,5,regul,,,,,,,,VER,LA VESDRE,,,,,,PPR_autre,,,,,,1.81,,,,,,100,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={3719D99C-D965-41DA-8B75-C300C820AEB7}
22141,PPR,,,,TER-3110,,Fontaine-l'Evêque,002781-T01,FONTAINE L'EVEQUE GALERIE NORD T01,,5,regul,,,,BE32021,Haute-Sambre en aval de Thuin,,,NIV,PONT A CELLES,,,,,,PPR_autre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={091126F4-1F89-4DCC-AEFD-D50C5AAA6A4B}
22214,PPR,,,,TER-3191,,Rixensart,S00173801,RIXENSART CE,001738-T01,5,regul,,,,,,,,NIV,WAVRE,,,,,,PPR_autre,,,,,1701,,,,,,,,180,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={4C489E58-E92B-4AF2-A790-9896E1537075}
22280,PPR,,,,TER-3267,,Les Bons Villers,S00157604,VILLERS PERWIN T B6,001576-T04,5,regul,,,,,,,,NIV,PONT A CELLES,,,,,,PPR_autre,,,,,9500,,,,,,,,327,,,,,,,,,,,,4,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={462E735F-51DC-4FC4-9A33-A922E87BF1AE}
22472,PPR,,,,TER-3192,,Orp-Jauche,S00174601,ORP-JAUCHE JANDRAIN,001746-T01,5,regul,,,,,,,,NIV,JODOIGNE,,,,,,PPR_autre,,,,,2040,,63.31,,,,,,74.3,,,,,,,,,,,496.9,9,18,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={038A7E89-2531-40CC-AD9B-4A36F6FDD94D}
19090,PPR,,,,TER-3,,Erquelinnes,S00121801,CE DE GRAND-RENG,001218-T01,5,regul,,,,,,,,THU,LA HAUTE SAMBRE,,,,,,PPR_autre,,,,,,,,,,3.78,,,31.5,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={F45ED9A6-330E-43DD-A743-525E792A6D70}
19096,PPR,,,,TER-9,,Honnelles,S00125601,RV D'ANGREAU,001256-T01,5,regul,,,,,,,,MON,DOUR,,,,,,PPR_autre,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={8D037E3A-4FCE-4647-8268-A5323BB1C431}
19097,PPR,,,,TER-10,,Honnelles,S00125501,CE DE ROISIN,001255-T01,5,regul,,,,,,,,MON,DOUR,,,,,,PPR_autre,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={D3E2757F-B1BB-4725-B37E-683D8D4035C7}
19098,PPR,,,,TER-11,,Honnelles,S00125401,ROISIN PUITS,001254-T01,5,regul,,,,,,,,MON,DOUR,,,,,,PPR_autre,,,,,,,113.75,,,,,,125,,,,,,,,,200,,278,7,5,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={491B10F2-CB0E-4E13-92E4-F99B706C13AD}
19099,PPR,,,,TER-12,,Honnelles,S00125801,RV D'ANGRE,001258-T01,5,regul,,,,,,,,MON,DOUR,,,,,,PPR_autre,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={C82FF0E6-93A2-429B-9667-CDB982E396E3}
19102,PPR,,,,TER-15,,Dour,S00125201,CE DE WIHERIES,001252-T01,5,regul,,,,,,,,MON,DOUR,,,,,,PPR_autre,,,,,270,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={69067E7E-017E-454E-9B55-163399EB288F}
19103,PPR,,,,TER-16,,Dour,001250-T01,GALERIE D'ATHIS T GALERIE,,5,regul,,,,,,,,MON,DOUR,,,,,,PPR_autre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={E62600A7-F62B-4E24-BABC-278EB8E70C8F}
19112,PPR,,,,TER-25,,Ham-sur-Heure-Nalinnes,S00148601,MARBAIX,001486-T01,5,regul,,,,,,,,THU,GOZÉE,,,,,,PPR_autre,,,,,,,,,,5.52,,,16,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={F7840E4B-2DA2-4911-8D01-127F37F8DB4D}
19113,PPR,,,,TER-26,,Ham-sur-Heure-Nalinnes,S00152401,PANAMA,001524-T01,5,regul,,,,,,,,THU,GOZÉE,,,,,,PPR_autre,,,,,308,,,,,9.9,,45,14,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={6D69B5BC-550F-4BDD-A904-94FB8690BD8A}
19114,PPR,,,,TER-27,,Montigny-le-Tilleul,S00141901,FAUBOURG SAINT LAZARE,001419-T01,5,regul,,,,,,,,THU,GOZÉE,,,,,,PPR_autre,,,,,,5.37,,,,,,,12,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={324A8560-1BD3-46AB-8DAF-56B6F999D7E8}
19117,PPR,,,,TER-30,,Montigny-le-Tilleul,S00137101,CHÊNE BONNET,001371-T01,5,regul,,,,,,,,THU,GOZÉE,,,,,,PPR_autre,,,,,,,,,,,,450,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={7BEB8AA4-B6AD-4CC3-B5C8-2C82C5A27F9C}
19120,PPR,,,,TER-33,,Charleroi,S00140801,DUPUIS,001408-T01,5,regul,,,,,,,,THU,GOZÉE,,,,,,PPR_autre,,,,,,,,,,1,,,6,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={D51D334A-6132-47A9-A399-44BF2AB61DF6}
19122,PPR,,,,TER-35,,Ham-sur-Heure-Nalinnes,S00145301,JAMIOULX,001453-T01,5,regul,,,,,,,,THU,NALINNES,,,,,,PPR_autre,,,,,,,,,,2.53,,,5,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={275C7619-85DB-4350-B40D-231E8F86EA8C}
19123,PPR,,,,TER-36,,Hastière,S00171004,HASTIÈRE LT T R50+H RELAX MEUSE,001710-T01,5,regul,,,,,,,,DIN,FALMAGNE,,,,,,PPR_autre,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={A6C08D95-9E97-49BA-B251-80E047F632B9}
19124,PPR,,,,TER-37,,Charleroi,S00133501,4 CUVES,001335-T01,4,regul,,,,,,,,THU,NALINNES,,,,,,PPR_autre,,,,,,,,,,17,,,8.9,,,,,,,,,,,,,7,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={71C12820-67B6-4315-A789-E91422B76479}
19125,PPR,,,,TER-38,,Charleroi,S00137801,COUILLET MS,001378-T01,5,regul,,,,,,,,THU,NALINNES,,,,,,PPR_autre,,,,,,,,,,10,,280,6,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={BBF98687-9DC9-43F2-88F6-60C7E3539F35}
19129,PPR,,,,TER-44,,Ham-sur-Heure-Nalinnes,S00150901,NALINNES CE,001509-T01,5,regul,,,,,,,,THU,NALINNES,,,,,,PPR_autre,,,,,2500,,,,,,,,16.5,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={10416F27-F98F-4655-8D76-5397B4ED0321}
19130,PPR,,,,TER-45,,Charleroi,S00133601,6 IÈME AVENUE,001336-T01,5,regul,,,,,,,,THU,NALINNES,,,,,,PPR_autre,,,,,336,,,,,6.14,,,81,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={869FF2E2-F3FC-4F76-AAEA-56B68D1F5195}
19131,PPR,,,,TER-46,,Walcourt,S00153301,PRY,001533-T01,5,regul,,,,,,,,PHI,THY-LE-CHÂTEAU,,,,,,PPR_autre,,,,,,,,,,3.08,,,19,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={9936268C-E098-46F2-B0BC-C63F93C520C3}
19134,PPR,,,,TER-49,,Dour,S00124701,RV DE DOUR,001247-T01,5,regul,,,,,,,,MON,DOUR,,,,,,PPR_autre,,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={4A0F7560-F83F-450E-9A56-A6F51709ED68}
19135,PPR,,,,TER-50,,Frameries,S00123501,RV SARS-LA-BRUYERE,001235-T01,5,regul,,,,,,,,MON,QUEVY,,,,,,PPR_autre,,,,,,,63.76,,,,,180,135,,,,,,,,,,,,4.5,5,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={583A3218-B71F-4906-8B36-6632F7FB93B3}
19140,PPR,,,,TER-55,,Estinnes,S00121401,ESTINNES-AU-MONT,001214-T01,5,regul,,,,,,,,MON,BINCHE,,,,,,PPR_autre,,,,,,12.5,,,,4.5,,,80,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={8DA8A7DA-0CC2-41FE-A9C0-3CDA8D20608C}
19141,PPR,,,,TER-56,,Lobbes,S00118101,RV BUVRINNES,001181-T01,5,regul,,,,,,,,THU,MONT-STE-GENEVIEVE,,,,,,PPR_autre,,,,,720,,,,,2.7,,,12,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={4548A4E2-EE8A-421A-A99C-6B67A59D8DF8}
19142,PPR,,,,TER-57,,Lobbes,S00148001,LOBBES CE,001480-T01,5,regul,,,,,,,,THU,MONT-STE-GENEVIEVE,,,,,,PPR_autre,,,,,,,,,,,,355,89,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={8DCAF9E0-2B76-4AAF-8FB8-F04B0512AE38}
19144,PPR,,,,TER-59,,Estinnes,S00121501,CE DE PEISSANT,001215-T01,5,regul,,,,,,,,MON,BINCHE,,,,,,PPR_autre,,,,,400,,,,,9.5,,,0,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={640143DB-E519-440A-85CB-B7E132D7D961}
19145,PPR,,,,TER-60,,Quévy,S00122401,RV DE GIVRY,001224-T01,5,regul,,,,,,,,MON,BINCHE,,,,,,PPR_autre,,,,,780,,,,,1,,,21,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={368398E0-DFCB-4213-92A3-7E28E4296644}
19146,PPR,,,,TER-61,,Quévy,S00122701,RV DE BLAREGNIES,001227-T01,5,regul,,,,,,,,MON,QUEVY,,,,,,PPR_autre,,,,,,,7.5,,,,,,114,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={F8DA65D9-6C6C-4811-9517-9AB34757A35C}
19147,PPR,,,,TER-62,,Estinnes,S00121601,RV DE ROUVEROY,001216-T01,5,regul,,,,,,,,MON,BINCHE,,,,,,PPR_autre,,,,,510,,,,,4.4,,210,18,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={CC43312C-E16C-4B16-BAAB-974282A2AD19}
19150,PPR,,,,TER-64,,Quévy,S00122801,CE D'AULNOIS,001228-T01,5,regul,,,,,,,,MON,QUEVY,,,,,,PPR_autre,,,,,720,,,,,,,,54,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={BB0D0303-2F3E-4AB7-9EBA-78BA0293BDC1}
19158,PPR,,,,TER-72,,Momignies,001499-T03,MOMIGNIES T SP-ST,001499-T03,5,regul,,,,,,,,CHI,MOMIGNIES,,,,,,PPR_autre,,,,,1025,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={D5847B28-B2A8-48D8-8A15-898334449748}
19159,PPR,,,,TER-73,,Momignies,001499-T01,MOMIGNIES T ST,001499-T01,5,regul,,,,,,,,CHI,MOMIGNIES,,,,,,PPR_autre,,,,,680,,,,,,,,105,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={3268B79C-D5C0-4DFC-B80A-69C5B7A1B128}
19161,PPR,,,,TER-75,,Momignies,001499-T04,MOMIGNIES T P3,,5,regul,,,,,,,,CHI,BAILIÈVRE,,,,,,PPR_autre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={D4C31E69-9F34-4C36-8A61-0B4FD7D93BB6}
19162,PPR,,,,TER-76,,Momignies,001549-T01,SELOIGNES T,001549-T01,5,regul,,,,,,,,CHI,SELOIGNES,,,,,,PPR_autre,,,,,,3.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={0B7FF121-9E8B-4FD8-80CE-F504357B707C}
19172,PPR,,,,TER-85,,Erquelinnes,S00122101,RV DE SOLRE-S-SAMBRE,001221-T01,5,regul,,,,,,,,THU,LA HAUTE SAMBRE,,,,,,PPR_autre,,,,,,,,,,21.25,,,53,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={2C67E939-1CA7-4E77-B88B-B017E35B38C5}
19173,PPR,,,,TER-86,,Thuin,S00147301,LEERS ET FOSTEAU CE,001473-T01,5,regul,,,,,,,,THU,MONT-STE-GENEVIEVE,,,,,,PPR_autre,,,,,,,,,,,,,84,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={4C2E9D09-D849-4B30-A151-B7499DF0C537}
19174,PPR,,,,TER-87,,Erquelinnes,S00150301,MONT-ST-CHRISTOPHE,001503-T01,5,regul,,,,,,,,THU,LA HAUTE SAMBRE,,,,,,PPR_autre,,,,,1207,,,,,34.6,,,474,,,,,,,,,,,,,5,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={4D6370AC-5F5E-4E77-AFCC-EC5EDFA5A26C}
19175,PPR,,,,TER-88,,Mettet,S00135101,BIESMERÉE,001351-T01,5,regul,,,,,,,,PHI,STAVE,,,,,,PPR_autre,,,,,668,,,,,12.04,,,111,,,,,,,,,,,,,6,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={2F433A92-274D-4AF7-A78E-ABE518C78A4F}
19176,PPR,,,,TER-89,,Mettet,S00135201,BIESMERÉE EST,001352-T01,5,regul,"P5379/4/5379/30/1-1-Autre feuillu, mélange av. feuillus âges multipl (FD 28m²);P5379/4/5379/30/1-1-Autre feuillu, mélange av. feuillus âges multipl (FD 28m²)",,,,,,,PHI,STAVE,,,,,,PPR_autre,,,,,,,186,,,,,220,1522,,,,,,,,,,,194,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={9213DB27-0FAB-41B0-A23F-E2D5401D9FF1}
19181,PPR,,,,TER-94,,Gerpinnes,S00143301,FROMIÉE,001433-T01,5,regul,,,,,,,,THU,GERPINNES,,,,,,PPR_autre,,,,,,,,,,2.85,,,9,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={146ACBD0-0188-49D2-892F-919E13CF0D55}
19183,PPR,,,,TER-96,,Gerpinnes,S00145101,HYMIÉE (PUITS),001451-T01,5,regul,,,,,,,,THU,GERPINNES,,,,,,PPR_autre,,,,,4500,,58,,,,,,62,,,,,,,,,,,100,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={24D51DAD-2CBC-4DDB-B326-8E48E9D4DBA2}
19188,PPR,,,,TER-101,,Gerpinnes,S00135501,BODSON CH.LIAISON,,5,regul,,,,,,,,THU,GERPINNES,,,,,,PPR_autre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={8872769A-AE0A-4F22-B6FF-7583AC924864}
19189,PPR,,,,TER-102,,Gerpinnes,S00142001,FLACHES CE,001420-T01,5,regul,,,,,,,,THU,GERPINNES,,,,,,PPR_autre,,,,,875,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={07BD4941-9E5A-4E3E-B693-3E5D1655AC4A}
19191,PPR,,,,TER-104,,Gerpinnes,001538-T01,RÉDUCTEUR DE LOVERVAL T,,5,regul,,,,,,,,THU,GERPINNES,,,,,,PPR_autre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={BF572278-5B74-4152-8CFE-BB4EBFCF07E6}
19192,PPR,,,,TER-107,,Gerpinnes,S00157701,VILLERS-POTERIE CE,001577-T01,5,regul,,,,,,,,THU,GERPINNES,,,,,,PPR_autre,,,,,2800,,,,,,,162.75,196,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={BAE4BB3C-CD67-4451-BB55-FFA0F91140F3}
19193,PPR,,,,TER-108,,Châtelet,S00286401,CE BOUBIER,002864-T01,5,regul,,,,,,,,THU,GERPINNES,,,,,,PPR_autre,,,,,300,,,,,,,,19.5,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={D98784A3-5EE9-462D-86C8-AA63258EB7EC}
19194,PPR,,,,TER-109,,Charleroi,S00137601,COUILLET BS (bas service),001376-T01,4,regul,,,,,,,,THU,NALINNES,,,,,,PPR_autre,,,,,,,,,,8.5,,,24,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={A4EC5ED2-38B6-40A0-B936-4568156B6FFD}
19195,PPR,,,,TER-110,,Châtelet,S00146301,JUSTICE CHÂTELET,001463-T01,5,regul,,,,,,,,THU,GERPINNES,,,,,,PPR_autre,,,,,1200,,,,,,,132,70,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={7D7A756C-568A-4D5D-A0CD-801BAF93E6A9}
19196,PPR,,,,TER-111,,Châtelet,S00135701,Saint Blaise CE SURP,001357-T01,5,regul,,,,,,,,THU,GERPINNES,,,,,,PPR_autre,,,,,280,,,,,,,44,27,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={21AF853B-38AC-46DC-817B-E536FA71E341}
19198,PPR,,,,TER-113,,Châtelet,S00155701,SYLVAIN PIRMEZ,001557-T01,5,regul,,,,,,,,NIV,FLEURUS,,,,,,PPR_autre,,,,,443,,,,,,,62,50,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={13885DC7-123C-4748-A570-A4DBF6BA9992}
19204,PPR,,,,TER-119,,Froidchapelle,S00135801,BOUSSU CE (Froidchapelle),001358-T01,4,regul,,,,,,,,CHI,FROIDCHAPELLE-NORD,,,,,,PPR_autre,,,,,3600,,,,,,,,90,,,,,,,,,,,,,1,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={0B3FAEE8-4330-47A5-9F25-BE2CB0731CDE}
19205,PPR,,,,TER-120,,Cerfontaine,002718-T01,CERFONTAINE SP STE ANNE T,002718-T01,5,regul,,,,,,,,COU,SENZEILLES,,,,,,PPR_autre,,,,,,,,,,0.12,,7.5,,,,,,,,,,,,7.5,,3,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={C90C3365-D4A4-4DF3-89A6-7D5F4C5FC78A}
19210,PPR,,,,TER-125,,Froidchapelle,S00143001,FOURBECHIES CE,001430-T01,5,regul,,,,,,,,CHI,FROIDCHAPELLE-NORD,,,,,,PPR_autre,,,,,430,,,,,,,,106,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={9E6D1369-2A63-4B65-A9E5-D87C9089D30C}
19211,PPR,,,,TER-126,,Chimay,S00142801,FORGES CE,001428-T01,5,regul,,,,,,,,CHI,BOURLERS,,,,,,PPR_autre,,,,,1150,,,,,,,,194,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={2DE1D0FD-9BBD-421D-8576-6B1A9DD4DB01}
19221,PPR,,,,TER-136,,Walcourt,S00277301,YVES GOMEZEE RV/ST/SP,002773-T01,5,regul,,,,,,,,PHI,THY-LE-CHÂTEAU,,,,,,PPR_autre,,,,,,4.99,,,,,,,35,,,,,,,,,,,,,5,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={03AB577D-1459-4978-B50B-44ED2A78DD95}
