SAP_TPLNR,SAP_TPLMA,SAP_TPLKZ,SAP_FLTYP,SAP_PLTXT,SAP_Z_TAG_WW,SAP_Z_DL_ASSOCIE
S00228501-B02,S00228501,ZOBBR,S,VIELSALM GOLONFA B SP/ST/P1,,
S00228601-B01,S00228601,ZOBBR,S,VIELSALM GORONNE BAS B R50/SP,,
S00228801-B01,S00228801,ZOBBR,S,VIELSALM GORONNE HAUT B R75,,
S00228901-B01,S00228901,ZOBBR,S,VIELSALM GOSSOIN B ST/R100,,
S00229101-B01,S00229101,ZOBBR,S,VIELSALM MONT B ST/R50,,
S00229301-B01,S00229301,ZOBBR,S,VIELSALM HESTREUX B ST/SP/R80,,
S00229401-B01,S00229401,ZOBBR,S,VIELSALM HOURT B ST/R30,,
S00229801-B01,S00229801,ZOBBR,S,VIELSALM LAGUESPRES B D1/R,,
S00229801-B02,S00229801,ZOBBR,S,VIELSALM LAGUESPRES B ST/R200,,
S00229901-B01,S00229901,ZOBBR,S,VIELSALM LUXIBOUT B ST/R95,,
S00230101-B01,S00230101,ZOBBR,S,VIELSALM PETIT THIER B R30,,
S00230101-B02,S00230101,ZOBBR,S,VIELSALM PETIT THIER B ST,,
S00230201-B01,S00230201,ZOBBR,S,"VIELSALM PROVEDROUX B E1/R3,5",,
S00230501-B01,S00230501,ZOBBR,S,VIELSALM SALM. BÊCHE B ST/R30,,
S00230801-B01,S00230801,ZOBBR,S,VIELSALM WEZ POURCEAUX B R,,
S00230801-B02,S00230801,ZOBBR,S,VIELSALM WEZ POURCEAUX B ST,,
S00230901-B01,S00230901,ZOBBR,S,VILLERS B RCP50,,
S00231001-B01,S00231001,ZOBBR,S,VILLERS CAT B ANC,,
S00231001-B02,S00231001,ZOBBR,S,VILLERS CAT B CE1000/PC,,
S00231101-B01,S00231101,ZOBBR,S,VILLERS HALBOSART B R50,,
S00231601-B01,S00231601,ZOBBR,S,WAIMES ANDRIFOSSE B SP/R100,,
S00231701-B01,S00231701,ZOBBR,S,WAIMES BOTRANGE B ST/R200 ANC,,
S00231701-B02,S00231701,ZOBBR,S,WAIMES BOTRANGE B SP/ST/R200/R,,
S00231701-B03,S00231701,ZOBBR,S,WAIMES BOTRANGE B H/R100 SUP,,
S00231801-B01,S00231801,ZOBBR,S,WAIMES CHAMPAGNE B H/D/R100/R,,
S00232101-B01,S00232101,ZOBBR,S,WAIMES ROBERT. LAC B SP/ST/G/R,,
S00232201-B01,S00232201,ZOBBR,S,WAIMES SOURBRODT-P.COM B P1,,
S00232301-B01,S00232301,ZOBBR,S,WANZE ANTHEIT B SP1/R500,,
S00232401-B01,S00232401,ZOBBR,S,WANZE BAS-OHA B SU/HT/CONC,,
S00232501-B01,S00232501,ZOBBR,S,WANZE LES POTALLES B RCP100,,
S00232601-B01,S00232601,ZOBBR,S,WANZE HUCCORGNE MARNEFFE B CE,,
S00232701-B01,S00232701,ZOBBR,S,WANZE MOHA B SP,,
S00233101-B01,S00233101,ZOBBR,S,WANZE WANZOUL B R750,,
S00233201-B01,S00233201,ZOBBR,S,WAREMME B CE500,,
S00233301-B01,S00233301,ZOBBR,S,WAREMME BOVENIST CAMPAGNE B P3,,
S00233401-B01,S00233401,ZOBBR,S,WAREMME BOVENIST VILLAGE B P5,,
S00233501-B01,S00233501,ZOBBR,S,WAREMME PLANTATION B R/SP,,
S00234201-B01,S00234201,ZOBBR,S,WELKENRAEDT H-CHAPELLE B CE,,
S00234202-B01,S00234202,ZOBBR,S,WELKENRAEDT H-CHAPELLE B S,,
S00234501-B01,S00234501,ZOBBR,S,COMPL GILEPPE B LOUVETERIE,,
S00263602-B01,S00263602,ZOBBR,S,GRUBERMULHEN B PLATINERIE S1,,
S00263602-B02,S00263602,ZOBBR,S,GRUBERMULHEN B PLATINERIE S2,,
S00263702-B01,S00263702,ZOBBR,S,STOCKEM B STOCKEM CV,,
S00263702-B02,S00263702,ZOBBR,S,STOCKEM B STOCKEM PRÉPOMPAGE,,
S00266501-B01,S00266501,ZOBBR,S,AUBANGE ZONING B ST+R2000+SP,,
S00234701-B01,S00234701,ZOBBR,S,LT EUPEN B CHAMBRE 2,,
S00234702-B01,S00234702,ZOBBR,S,LT EUPEN B VC EUPEN,,
S00234703-B01,S00234703,ZOBBR,S,LT EUPEN T H-V/02-05/4,,
S00234704-B01,S00234704,ZOBBR,S,LT EUPEN B CHAMBRE 5,,
S00234705-B01,S00234705,ZOBBR,S,LT EUPEN B VC BAELEN,,
S00234802-B01,S00234802,ZOBBR,S,LT EU-GI-A B R/09-10/1,,
S00234803-B01,S00234803,ZOBBR,S,LT EU-GI-A B V/09-10/1,,
S00234804-B01,S00234804,ZOBBR,S,LT EU-GI-A B H/09-10/1,,
S00234805-B01,S00234805,ZOBBR,S,LT EU-GI-A B CV 10,,
S00234806-B01,S00234806,ZOBBR,S,LT EU-GI-A B R/10-11/1,,
S00234807-B01,S00234807,ZOBBR,S,LT EU-GI-A B VC Andrimont / S,,
S00234808-B01,S00234808,ZOBBR,S,LT EU-GI-A T H/10-11/1,,
S00234809-B01,S00234809,ZOBBR,S,LT EU-GI-A B V/10-11/1,,
S00234810-B01,S00234810,ZOBBR,S,LT EU-GI-A B H/10-11/2,,
S00234811-B01,S00234811,ZOBBR,S,LT EU-GI-A B V/10-11/2,,
S00234812-B01,S00234812,ZOBBR,S,LT EU-GI-A B H/10-11/3,,
S00234813-B01,S00234813,ZOBBR,S,LT EU-GI-A B V/10-11/3,,
S00234901-B01,S00234901,ZOBBR,S,LT GI B JALHAY SART WAYAI SP/R1250,,
S00238501-B01,S00238501,ZOBBR,S,SPRIMONT LINCE-HORNAY B CE250+SP,,
S00238701-B01,S00238701,ZOBBR,S,ANDENNE CITE TONGLET B SP,,
S00238901-B01,S00238901,ZOBBR,S,AMAY VIAMONT B SU/CE200,,
S00239201-B01,S00239201,ZOBBR,S,AMAY ECLUSE B SP/R500,,
S00239301-B01,S00239301,ZOBBR,S,AMAY HASQUETTE B R150,,
S00239401-B01,S00239401,ZOBBR,S,AMAY HODINFOSSE B R40,,
S00239601-B01,S00239601,ZOBBR,S,AMAY MIRLONDAINES B RCP50,,
S00239701-B01,S00239701,ZOBBR,S,AMAY PAIREUSE B R40,,
S00239801-B01,S00239801,ZOBBR,S,AMAY ROUA B SP1/R500,,
S00239901-B01,S00239901,ZOBBR,S,AMAY TERRES ROUGES B SP1/R,,
S00273101-B01,S00273101,ZOBBR,S,LIERNEUX BANEUX SURP B,,
S00273201-B01,S00273201,ZOBBR,S,FERNELMONT FORVILLE B SP/R500,,
S00274101-B01,S00274101,ZOBBR,S,LIERNEUX VERLEUMONT SURP B SU,,
S00275201-B01,S00275201,ZOBBR,S,PEPINSTER MAIRLOT RCP45 B,,
S00278201-B01,S00278201,ZOBBR,S,MALMEDY BEVERCE SU B,,
S00281701-B01,S00281701,ZOBBR,S,VIELSALM RENCHEUX R75 B,,
S00283301-B01,S00283301,ZOBBR,S,MALMEDY HEDOMONT R700 B,,
S00286701-B01,S00286701,ZOBBR,S,DISON SURP NICOLAS CRUTZEN B,,
S00288401-B01,S00288401,ZOBBR,S,JALHAY NIVEZEE RCP B,,
S00291701-B01,S00291701,ZOBBR,S,WANZE BAS OHA PRISE VIVAQUA B,,
S00296201-B01,S00296201,ZOBBR,S,MALMEDY CHODES WIMBORU R500 B,,
S00297801-B01,S00297801,ZOBBR,S,STAVELOT WAVREUMONT B CV CHLORATION,,
S00298701-B01,S00298701,ZOBBR,S,LA HOUSSAIE SURP B,,
S00173701-B02,S00173701,ZOBBR,S,WESPIN LT B R400 BELLEVUE,,
S00171403-B01,S00171403,ZOBBR,S,HOUYET LT B CV1 INASEP,,
S00181701-B01,S00181701,ZOBBR,S,BASSENGE BAS-SLINS B SP/ST/R40,,
S00181901-B01,S00181901,ZOBBR,S,BASSENGE EBEN EMAEL B SP/P1,,
S00181902-B01,S00181902,ZOBBR,S,BASSENGE EBEN EMAEL  B R110/SP,,
S00182001-B01,S00182001,ZOBBR,S,BASSENGE GLONS B R500,,
S00182201-B01,S00182201,ZOBBR,S,BASSENGE PETIT GIBET B R250,,
S00190901-B01,S00190901,ZOBBR,S,HERSTAL HAUTS-SARTS B CE1000,,
S00191001-B01,S00191001,ZOBBR,S,HERSTAL HAUTS-SARTS CAT B HT,,
S00191201-B01,S00191201,ZOBBR,S,HERSTAL MILMORT B CE1000,,
S00204801-B01,S00204801,ZOBBR,S,OUPEYE B CE 200,,
S00204901-B01,S00204901,ZOBBR,S,OUPEYE HACCOURT B C/SP,,
S00205001-B01,S00205001,ZOBBR,S,OUPEYE HAUT FROIDMONT B R200/H,,
S00205101-B01,S00205101,ZOBBR,S,OUPEYE HERMALLE B CE 500/PC,,
S00205201-B01,S00205201,ZOBBR,S,OUPEYE HOUTAIN B CE 110,,
S00103901-B01,S00103901,ZOBBR,S,OSTICHES B CE,,
S00292401-B01,S00292401,ZOBBR,S,ST VITH SCHLIERBACH R300,,
S00198801-B02,S00198801,ZOBBR,S,MALMEDY AISANCE ARIMONT R120,,
S00234601-B01,S00234601,ZOBBR,S,COMPLEXE VESDRE - STATION DE TRAITEMENT,,
S00189801-B01,S00189801,ZOBBR,S,HAMOIR CRETALLES,,
S00189901-B01,S00189901,ZOBBR,S,HAMOIR FILOT B C/R100,,
S00216301-B01,S00216301,ZOBBR,S,STAVELOT BOOSTER 3-PONTS B SU,,
S00222601-B01,S00222601,ZOBBR,S,TROIS PONTS HOUVEGNEZ B R,,
S00203201-B01,S00203201,ZOBBR,S,MANHAY VAUX CHAVANNE B CHLORA CV,,
S00167201-B01,S00167201,ZOBBR,S,LADRERIE UP B R62+SP,,
S00248001-B01,S00248001,ZOBBR,S,BOURDON,,
S00244401-B01,S00244401,ZOBBR,S,LES ERESSES B R200,,
S00244501-B01,S00244501,ZOBBR,S,DURBUY R40 B,,
S00244701-B01,S00244701,ZOBBR,S,WÉRIS B R50,,
S00244801-B01,S00244801,ZOBBR,S,LA CHEVENIÈRE B R60+SP/PC,,
S00245001-B01,S00245001,ZOBBR,S,LA HESSE B R1000,,
S00245401-B01,S00245401,ZOBBR,S,ENEILLES B R25+SP,,
S00245501-B01,S00245501,ZOBBR,S,MORVILLE B R20,,
S00245701-B01,S00245701,ZOBBR,S,VILLERS-STE-GERTRUDE B R25+SP,,
S00245801-B01,S00245801,ZOBBR,S,SNT B R100,,
S00246101-B01,S00246101,ZOBBR,S,BOMAL ANCIEN B R45,,
S00246201-B01,S00246201,ZOBBR,S,BOMAL NOUVEAU B R80,,
S00246301-B01,S00246301,ZOBBR,S,VIEUXVILLE B R100,,
S00246501-B01,S00246501,ZOBBR,S,OZO B R10,,
S00246701-B01,S00246701,ZOBBR,S,HEYD NOUVEAU B R20,,
S00246801-B01,S00246801,ZOBBR,S,AISNES B R30,,
S00246901-B01,S00246901,ZOBBR,S,LIGNELY B R13,,
S00247001-B01,S00247001,ZOBBR,S,VIEUX FOURNEAU B R30,,
S00247101-B01,S00247101,ZOBBR,S,IZIER CE500+SP B,,
S00247301-B01,S00247301,ZOBBR,S,HOURSINNE B R,,
S00247401-B01,S00247401,ZOBBR,S,MORMONT B R,,
S00247501-B01,S00247501,ZOBBR,S,FANZEL B R,,
S00247701-B01,S00247701,ZOBBR,S,AMONINES B R,,
S00249301-B01,S00249301,ZOBBR,S,ST-REMACLE DE VERDENNE B R80,,
S00249302-B01,S00249302,ZOBBR,S,GERNY B R1 200,,
S00249303-B01,S00249303,ZOBBR,S,GERNY B R2 400,,
S00249401-B01,S00249401,ZOBBR,S,HARGIMONT B R100,,
S00249501-B01,S00249501,ZOBBR,S,ROY B R50,,
S00249502-B01,S00249502,ZOBBR,S,COUPE-PRESSION DE ROY B R50,,
S00249601-B01,S00249601,ZOBBR,S,ON B R200,,
S00249801-B01,S00249801,ZOBBR,S,HUMAIN B R100,,
S00250001-B01,S00250001,ZOBBR,S,GRIMBIÉMONT B R40,,
S00250101-B01,S00250101,ZOBBR,S,LIGNIÈRES B R40,,
S00250201-B01,S00250201,ZOBBR,S,CHAMPLON B R200,,
S00250202-B01,S00250202,ZOBBR,S,STE-BARBE B R60,,
S00250301-B01,S00250301,ZOBBR,S,PÉNITENCIER B R1500,,
S00250401-B01,S00250401,ZOBBR,S,MARLOIE B CV,,
S00250601-B01,S00250601,ZOBBR,S,WAHA B R200,,
S00250601-B02,S00250601,ZOBBR,S,WAHA B R500+SP,,
S00251001-B01,S00251001,ZOBBR,S,WIBRIN NV R40+SP BERISMENIL B,,
S00251901-B01,S00251901,ZOBBR,S,SAMRÉE B R44+H,,
S00252101-B01,S00252101,ZOBBR,S,MIERCHAMPS B H,,
S00252401-B01,S00252401,ZOBBR,S,HAUT FAYS BR CE35+S,,
S00252402-B01,S00252402,ZOBBR,S,HAUT FAYS B R50+SP,,
S00252501-B01,S00252501,ZOBBR,S,PORCHERESSE B R30+SP,,
S00252701-B01,S00252701,ZOBBR,S,BANET SART B H,,
S00252702-B01,S00252702,ZOBBR,S,DAVERDISSE B R,,
S00252901-B01,S00252901,ZOBBR,S,ROUTIS POINTS HAUTS B H,,
S00253201-B01,S00253201,ZOBBR,S,GEMBES B R40+SP,,
S00253601-B01,S00253601,ZOBBR,S,WELLIN BAS B RV,,
S00253801-B01,S00253801,ZOBBR,S,SOHIER B R,,
S00253901-B01,S00253901,ZOBBR,S,BARZIN B R,,
S00254501-B01,S00254501,ZOBBR,S,FAYS FAMENNE NOUVEAU B SP,,
S00254701-B01,S00254701,ZOBBR,S,LUZERY B R5000,,
S00254701-B02,S00254701,ZOBBR,S,LUZERY B SP + CHT,,
S00254701-B03,S00254701,ZOBBR,S,LUZERY B CE1000/PC,,
S00254801-B01,S00254801,ZOBBR,S,BASTOGNE B CE700,,
S00255001-B01,S00255001,ZOBBR,S,WARDIN B SP,,
S00255002-B01,S00255002,ZOBBR,S,WARDIN B R30,,
S00255201-B01,S00255201,ZOBBR,S,NOVILLE HAUT B R70,,
S00255301-B01,S00255301,ZOBBR,S,NOVILLE BAS,,
S00255401-B01,S00255401,ZOBBR,S,MICHAMPS B R262,,
S00255801-B01,S00255801,ZOBBR,S,TONNY B H,,
S00256101-B01,S00256101,ZOBBR,S,TILLET GÉRIMONT B R130+SP,,
S00256601-B01,S00256601,ZOBBR,S,HAIE LA BEGUINE B R50,,
S00256901-B01,S00256901,ZOBBR,S,COMPOGNE B R70+SP+PC,,
S00257001-B01,S00257001,ZOBBR,S,BERTOGNE CHAMPS B R35,,
S00257101-B01,S00257101,ZOBBR,S,FLAMISOULE B R50,,
S00257201-B01,S00257201,ZOBBR,S,LONGCHAMPS B CE100,,
S00257301-B01,S00257301,ZOBBR,S,LIBIN SPACE CENTER B R+SP,,
S00257501-B01,S00257501,ZOBBR,S,NEUFCHATEAU B ST,,
S00257502-B01,S00257502,ZOBBR,S,NEUFCHATEAU B R1000,,
S00257503-B01,S00257503,ZOBBR,S,NEUFCHATEAU CALVAIRE B SP,,
S00257601-B01,S00257601,ZOBBR,S,PETITVOIR B CE90,,
S00257701-B02,S00257701,ZOBBR,S,OFFAING B R1000,,
S00257901-B01,S00257901,ZOBBR,S,MASSUL B R100+S,,
S00258301-B01,S00258301,ZOBBR,S,VERLAINE B SP,,
S00258401-B01,S00258401,ZOBBR,S,BERTRIX B R5000/SP PC,,
S00258601-B01,S00258601,ZOBBR,S,BERTRIX CA ASSENOIS CV B,,
S00259101-B01,S00259101,ZOBBR,S,AUBY B R50,,
S00259102-B01,S00259102,ZOBBR,S,BERTRIX AUBY NVELLE CV B,,
S00259502-B01,S00259502,ZOBBR,S,ROSSART B R140/SU,,
S00259801-B01,S00259801,ZOBBR,S,FONDS DES SAULX B PRÉPOMPAGE 1,,
S00259802-B01,S00259802,ZOBBR,S,FONDS DES SAULX B PRÉPOMPAGE 2,,
S00259803-B01,S00259803,ZOBBR,S,FONDS DES SAULX B R2000+SP,,
S00259901-B01,S00259901,ZOBBR,S,CHASS. BARRIÈRE B ST+R2000,,
S00260001-B01,S00260001,ZOBBR,S,CHASSEPIERRE BAVIÈRE B R+SP,,
S00260101-B01,S00260101,ZOBBR,S,CHASSEPIERRE B R80,,
S00260801-B01,S00260801,ZOBBR,S,VILLERS-DEVANT-ORVAL B R200,,
S00261001-B01,S00261001,ZOBBR,S,LAMBERMONT B R45+SP,,
S00261101-B01,S00261101,ZOBBR,S,FONTENOILLE B R400,,
S00261301-B01,S00261301,ZOBBR,S,SAINTE CÉCILE B R86,,
S00261401-B01,S00261401,ZOBBR,S,LES ASPÈCHES B H,,
S00261501-B01,S00261501,ZOBBR,S,MAISSIN HÔMONT B R60,,
S00261701-B01,S00261701,ZOBBR,S,MAISSIN B H,,
S00261901-B01,S00261901,ZOBBR,S,GROS BUCHY B R50,,
S00262101-B01,S00262101,ZOBBR,S,OPONT BETH B R60,,
S00262301-B01,S00262301,ZOBBR,S,OUR B ST+R5+SP,,
S00262801-B01,S00262801,ZOBBR,S,WAILLIMONT B ST+R+SP,,
S00108202-B01,S00108202,ZOBBR,S,ERBAUT PE B PUITS E,,
S00108601-B02,S00108601,ZOBBR,S,MONTIGNIES-LEZ-LENS RV,,
S00109002-B01,S00109002,ZOBBR,S,MONTIGNIES B PUITS 2,,
S00115902-B02,S00115902,ZOBBR,S,PERONNES SP RV NOUVEAU,,
S00116302-B01,S00116302,ZOBBR,S,CE SAINT-VAAST B CE DIABLE,,
S00116502-B01,S00116502,ZOBBR,S,PUITS MORTIER (MARTIN) P1 B,,
S00116502-B02,S00116502,ZOBBR,S,PUITS MORTIER (MARTIN) P2 B,,
S00116502-B03,S00116502,ZOBBR,S,PUITS MORTIER CAB. HT B,,
S00109702-B01,S00109702,ZOBBR,S,ORROIR CLOCHES B,,
S00109902-B01,S00109902,ZOBBR,S,BONSECOURS B CE,,
S00110201-B01,S00110201,ZOBBR,S,WIERS B SP,,
S00117201-B02,S00117201,ZOBBR,S,JULIE BRICHANT CV B,,
S00117302-B01,S00117302,ZOBBR,S,CARNIERES TRICHON B CE,,
S00110201-B02,S00110201,ZOBBR,S,WIERS B ST,,
S00110501-B01,S00110501,ZOBBR,S,TAINTIGNIES B CE,,
S00110501-B02,S00110501,ZOBBR,S,TAINTIGNIES CV JONCTION FROIDMONT,,
S00118202-B01,S00118202,ZOBBR,S,TROUPETTE B P1,,
S00118202-B02,S00118202,ZOBBR,S,TROUPETTE B P2,,
S00110801-B01,S00110801,ZOBBR,S,BARRY CE B CE,,
S00111001-B01,S00111001,ZOBBR,S,VILLE-POMMEROEUL HP SURP ENT.,,
S00111301-B01,S00111301,ZOBBR,S,SIRAULT B CE,,
S00118603-B01,S00118603,ZOBBR,S,ARQUENNES Captage G6,,
S00111402-B01,S00111402,ZOBBR,S,BAUDOUR B PUITS 2,,
S00112002-B01,S00112002,ZOBBR,S,NEUFVILLES PLANTIN CE B,,
S00114501-B01,S00114501,ZOBBR,S,LT TH SP BECLERS-CE THIEULAIN CV B,,
S00114502-B01,S00114502,ZOBBR,S,LT TH CV 56-WARCOING CV 12,,
S00114503-B01,S00114503,ZOBBR,S,LT TH CV 56-WARCOING CV 2,,
S00114504-B01,S00114504,ZOBBR,S,LT TH CV 56-WARCOING CV 3,,
S00114505-B01,S00114505,ZOBBR,S,LT TH CV 56-WARCOING CV 4,,
S00114506-B01,S00114506,ZOBBR,S,LT TH CV 56-WARCOING CV 5,,
S00114507-B01,S00114507,ZOBBR,S,LT TH CV 56-WARCOING CV 6,,
S00114508-B01,S00114508,ZOBBR,S,LT TH CV 56-WARCOING CV 7,,
S00114509-B01,S00114509,ZOBBR,S,LT TH CV 56-WARCOING CV 8,,
S00114510-B01,S00114510,ZOBBR,S,LT TH CV 56-WARCOING CV 9,,
S00114511-B01,S00114511,ZOBBR,S,LT TH CV 56-WARCOING CV 10,,
S00114512-B01,S00114512,ZOBBR,S,LT TH CV 56-WARCOING CV 11,,
S00114513-B01,S00114513,ZOBBR,S,LT TH CV 56-WARCOING CV 12,,
S00121301-B02,S00121301,ZOBBR,S,ESTINNES-AU-VAL P1,,
S00122601-B01,S00122601,ZOBBR,S,SURP DE QUEVY B SURP,,
S00122701-B01,S00122701,ZOBBR,S,RV DE BLAREGNIES B RV,,
S00122801-B01,S00122801,ZOBBR,S,CE D'AULNOIS B CE,,
S00125901-B07,S00125901,ZOBBR,S,LE ROEULX B CV,,
S00123201-B01,S00123201,ZOBBR,S,SURP D'EUGIES B SURP,,
S00123301-B01,S00123301,ZOBBR,S,CE LA BOUVERIE B CE FRAMERIES,,
S00123501-B01,S00123501,ZOBBR,S,RV SARS-LA-BRUYERE B RV,,
S00127601-B01,S00127601,ZOBBR,S,RONQUIERES RV B,,
S00128001-B01,S00128001,ZOBBR,S,CE DE CASTEAU B CE,,
S00124102-B01,S00124102,ZOBBR,S,CE BOUSSU-BOIS B CE,,
S00124201-B01,S00124201,ZOBBR,S,CE PETIT-HORNU B CE,,
S00128301-B02,S00128301,ZOBBR,S,THIEUSIES B BASSINS,,
S00128303-B02,S00128303,ZOBBR,S,THIEUSIES B PUITS P2,,
S00124402-B01,S00124402,ZOBBR,S,HORNU B P1,,
S00124403-B01,S00124403,ZOBBR,S,HORNU B P2,,
S00124404-B01,S00124404,ZOBBR,S,HORNU B P3,,
S00124405-B01,S00124405,ZOBBR,S,HORNU B ST,,
S00124406-B01,S00124406,ZOBBR,S,HORNU B P4,,
S00124501-B01,S00124501,ZOBBR,S,CE DE PATURAGES B CE,,
S00124601-B01,S00124601,ZOBBR,S,CE DE WASMES B CE,,
S00124701-B01,S00124701,ZOBBR,S,RV DE DOUR B RV,,
S00124801-B01,S00124801,ZOBBR,S,CE DE DOUR B CE,,
S00133801-B01,S00133801,ZOBBR,S,AUBLAIN B CE INASEP,,
S00124902-B01,S00124902,ZOBBR,S,ELOUGES B RV R1 ANCIEN,,
S00134102-B01,S00134102,ZOBBR,S,BASSIN BERGER B CAPTAGE,,
S00124903-B01,S00124903,ZOBBR,S,ELOUGES B RV R2 NOUVEAU,,
S00125301-B01,S00125301,ZOBBR,S,ERQUENNES B SP RV,,
S00125401-B01,S00125401,ZOBBR,S,ROISIN B P1,,
S00125402-B01,S00125402,ZOBBR,S,ROISIN B SP,,
S00125402-B02,S00125402,ZOBBR,S,ROISIN B ST RV,,
S00125501-B01,S00125501,ZOBBR,S,CE DE ROISIN B CE,,
S00125601-B01,S00125601,ZOBBR,S,RV D'ANGREAU B RV,,
S00125701-B01,S00125701,ZOBBR,S,CE D'ERQUENNES B CE,,
S00125801-B01,S00125801,ZOBBR,S,RV D'ANGRE B RV,,
S00126301-B01,S00126301,ZOBBR,S,SPIENNES B GAL,,
S00126301-B02,S00126301,ZOBBR,S,SPIENNES B PUITS P1,,
S00126401-B01,S00126401,ZOBBR,S,MONS B SP RV,,
S00126501-B01,S00126501,ZOBBR,S,RV BOIS LA HAUT B RV,,
S00126601-B01,S00126601,ZOBBR,S,RV DU BEFFROI B RV,,
S00126701-B01,S00126701,ZOBBR,S,RV DE FLENU B RV,,
S00127101-B01,S00127101,ZOBBR,S,QUAREGNON B RV R1,,
S00135401-B02,S00135401,ZOBBR,S,BIOUL B P3,,
S00135401-B03,S00135401,ZOBBR,S,BIOUL Maison,,
S00127102-B01,S00127102,ZOBBR,S,QUAREGNON B RV R2,,
S00127103-B01,S00127103,ZOBBR,S,QUAREGNON B CE,,
S00136601-B01,S00136601,ZOBBR,S,CERFONTAINE B RÉS,,
S00137402-B01,S00137402,ZOBBR,S,CONGO PUITS B PUITS P1,,
S00127802-B01,S00127802,ZOBBR,S,ECAUSSINNES B PUITS P1,,
S00127802-B02,S00127802,ZOBBR,S,ECAUSSINNES B PUITS P2,,
S00127802-B03,S00127802,ZOBBR,S,ECAUSSINNES BASSIN ORAGE,,
S00128701-B01,S00128701,ZOBBR,S,RV DE CUESMES B RV,,
S00138001-B01,S00138001,ZOBBR,S,COUVIN HAUT B CV LE PIEGE,,
S00138201-B01,S00138201,ZOBBR,S,CUL DES SART B CE500,,
S00271901-B01,S00271901,ZOBBR,S,KAIN SURP,,
S00272001-B01,S00272001,ZOBBR,S,MOURCOURT RV B,,
S00140701-B01,S00140701,ZOBBR,S,DOURBES B R INASEP,,
S00291301-B01,S00291301,ZOBBR,S,ADD DENDRE OVERBOELARE CV,,
S00291302-B01,S00291302,ZOBBR,S,ADD DENDRE BAXTER CV,,
S00291303-B01,S00291303,ZOBBR,S,ADD DENDRE CHIEVRES CV,,
S00291304-B01,S00291304,ZOBBR,S,ADD DENDRE CV TGV ATH,,
S00300601-B01,S00300601,ZOBBR,S,CARRIERE CLYPOT POMPAGE,,
S00301101-B01,S00301101,ZOBBR,S,GHLIN SP RV B,,
S00303201-B01,S00303201,ZOBBR,S,GAURAIN CARRIERE CCB MONELOT SP B,,
S00400001-B01,S00400001,ZOBBR,S,HAUTRAGE SP RV,,
S00400002-B01,S00400002,ZOBBR,S,MAINVAULT ST RV,,
S00400006-B01,S00400006,ZOBBR,S,Puits 22 Kolenkalk,,
S00400007-B01,S00400007,ZOBBR,S,Puits 23 Kolenkalk,,
S00400008-B01,S00400008,ZOBBR,S,Puits 24 Kolenkalk,,
S00400009-B01,S00400009,ZOBBR,S,Puits 25 Kolenkalk,,
S00400010-B01,S00400010,ZOBBR,S,Puits 26 Kolenkalk,,
S00400011-B01,S00400011,ZOBBR,S,Puits 27 Kolenkalk,,
S00400012-B01,S00400012,ZOBBR,S,Puits 28 Kolenkalk,,
S00400013-B01,S00400013,ZOBBR,S,Puits 29 Kolenkalk,,
S00142401-B01,S00142401,ZOBBR,S,FOND DE L'EAU1 B SP,,
S00402303-B01,S00402303,ZOBBR,S,SD8-CV prise de Pommeroeul,,
S00402304-B01,S00402304,ZOBBR,S,SD8-CV prise de Grandglise et Harchies,,
S00402305-B01,S00402305,ZOBBR,S,SD8-CV prise de Blaton,,
S00402306-B01,S00402306,ZOBBR,S,SD8-CV prise de Quevaucamps,,
S00402307-B01,S00402307,ZOBBR,S,SD8-CV prise de Leuze,,
S00402309-B01,S00402309,ZOBBR,S,SD8-CV prise de Gaurain RV,,
S00402310-B01,S00402310,ZOBBR,S,SD8-CV prise de Gaurain CE,,
S00402400-B01,S00402400,ZOBBR,S,Glhin Anémone Armoire de soutirage,,
S00142501-B01,S00142501,ZOBBR,S,FONDS DE L'EAU2,,
S00142801-B01,S00142801,ZOBBR,S,FORGES CE B CE-SP,,
S05020-B14,S05020,ZOBBR,S,LA LOUVIERE,,
S05025-B06,S05025,ZOBBR,S,ELLEZELLES,,
S05025-B07,S05025,ZOBBR,S,ELLEZELLES,,
S05025-B08,S05025,ZOBBR,S,ELLEZELLES LA PIERRE,,
S05026-B02,S05026,ZOBBR,S,FRASNES-LEZ-ANVAING,,
S00143101-B01,S00143101,ZOBBR,S,FRANCHIMONT B R INASEP,,
S00144702-B01,S00144702,ZOBBR,S,HEPPIGNIES B CV AEROPOLE,,
S00148901-B01,S00148901,ZOBBR,S,MARIEMBOURG B RÉS-SP,,
S00149901-B01,S00149901,ZOBBR,S,MOMIGNIES B RÉS-SP,,
S00149901-B02,S00149901,ZOBBR,S,MOMIGNIES B PUITS,,
S00149901-B03,S00149901,ZOBBR,S,MOMIGNIES B ST,,
S00153101-B01,S00153101,ZOBBR,S,PRESGAUX B R150+SP,,
S00154101-B01,S00154101,ZOBBR,S,RY DE ROME,,
S00154101-B02,S00154101,ZOBBR,S,RY DE ROME SP VERS OIGNIES B,,
S00154501-B01,S00154501,ZOBBR,S,SAMART,,
S00154901-B02,S00154901,ZOBBR,S,SELOIGNES B RÉS-SP,,
S00155001-B01,S00155001,ZOBBR,S,SENZEILLE CE INASEP,,
S00157101-B02,S00157101,ZOBBR,S,VIESVILLE 3 B PUITS,,
