SAP_TPLNR,SAP_TPLMA,SAP_TPLKZ,SAP_FLTYP,SAP_PLTXT,SAP_Z_TAG_WW,SAP_Z_DL_ASSOCIE
S00183101-B01,S00183101,ZOBBR,S,CRISNEE FIZE B CE525,,
S00183701-B01,S00183701,ZOBBR,S,DALHEM FELIX DELHAES B SP1/R,,
S00184001-B01,S00184001,ZOBBR,S,DALHEM NEUFCHATEAU B R 750,,
S00184101-B01,S00184101,ZOBBR,S,DISON ANDRIMONT B CE,,
S00185301-B01,S00185301,ZOBBR,S,ENGIS NIHARMONT B R1000,,
S00185301-B02,S00185301,ZOBBR,S,ENGIS NIHARMONT B RCP50,,
S00185401-B01,S00185401,ZOBBR,S,ENGIS NOUVELLE ROUTE B RCP20,,
S00185701-B01,S00185701,ZOBBR,S,ENGIS SART LOMBARD B R120,,
S00185801-B01,S00185801,ZOBBR,S,EUPEN BARRAGE B SP,,
S00168501-B01,S00168501,ZOBBR,S,JAMBES N LT B CE100 N4,,
S00186301-B01,S00186301,ZOBBR,S,EUPEN KETTENIS B SU,,
S00186401-B01,S00186401,ZOBBR,S,EUPEN MONTJOIE B SP/R1000,,
S00186501-B01,S00186501,ZOBBR,S,EUPEN PANORAMA B SP,,
S00168601-B01,S00168601,ZOBBR,S,JAMBES LT B R+SP+HT SART-HULET,,
S00187201-B01,S00187201,ZOBBR,S,FAIMES BORLEZ B CE300,,
S00168702-B01,S00168702,ZOBBR,S,BOUGE LT B COMPT ATTOUT,,
S00190001-B01,S00190001,ZOBBR,S,ANDENNE COUTISSE B R,,
S00168703-B01,S00168703,ZOBBR,S,BOUGE LT B CE300 CHAMPION,,
S00190101-B01,S00190101,ZOBBR,S,ANDENNE  BOUL HYDRO-MEUSE B SP,,
S00190101-B02,S00190101,ZOBBR,S,ANDENNE BOUL HYDRO-MEUSE QM B,,
S00190301-B01,S00190301,ZOBBR,S,ANDENNE BOHISSEAU B R,,
S00168704-B01,S00168704,ZOBBR,S,BOUGE LT B R4000+CHT+SP+PC,,
S00190401-B01,S00190401,ZOBBR,S,ANDENNE PETIT WARET B SP/R35,,
S00168901-B01,S00168901,ZOBBR,S,BEAURAING LT B CH MEL CASTEL,,
S00190501-B01,S00190501,ZOBBR,S,ANDENNE BOULE DE PEU D'EAU B H,,
S00169001-B01,S00169001,ZOBBR,S,WANCENNES LT B R50,,
S00169002-B01,S00169002,ZOBBR,S,WANCENNES LT B SUP,,
S00190701-B01,S00190701,ZOBBR,S,HERON B CE300,,
S00169201-B01,S00169201,ZOBBR,S,CALVAIRE LT B R200+SP,,
S00190801-B01,S00190801,ZOBBR,S,HERON COUTHUIN B SP1/R500,,
S00169301-B01,S00169301,ZOBBR,S,B R35 FORET BEEZ,,
S00169501-B01,S00169501,ZOBBR,S,MARGUERITE LT B R900+SP+CHT+GE,,
S00169601-B01,S00169601,ZOBBR,S,CINEY LT B R1000 TERSOIT,,
S00169602-B01,S00169602,ZOBBR,S,CINEY LT B R85 CONGO,,
S00169701-B01,S00169701,ZOBBR,S,CRUPET LT B R100+SP,,
S00169702-B01,S00169702,ZOBBR,S,CRUPET LT B R40 HAUT,,
S00169801-B01,S00169801,ZOBBR,S,DURNAL LT B CE80,,
S00191301-B01,S00191301,ZOBBR,S,HERVE B CE275,,
S00191401-B01,S00191401,ZOBBR,S,HERVE (DALHEM) MORTROUX B R100,,
S00169901-B01,S00169901,ZOBBR,S,DINANT LT B R50 SOMMIÈRE,,
S00170001-B01,S00170001,ZOBBR,S,LISOGNE LT B R150 LISOGNE,,
S00170101-B01,S00170101,ZOBBR,S,SORINNES LT FURFOOZ B RCP25,,
S00191501-B01,S00191501,ZOBBR,S,HERVE BATTICE B CE400,,
S00170201-B01,S00170201,ZOBBR,S,DINANT C LT B SP RIVAGES,,
S00191801-B01,S00191801,ZOBBR,S,HERVE CERFONTAINE B RCP54,,
S00191901-B01,S00191901,ZOBBR,S,HERVE CHAINEUX B CE1000,,
S00192001-B01,S00192001,ZOBBR,S,HERVE R.BOUXHMONT B R127,,
S00192101-B01,S00192101,ZOBBR,S,HERVE FAFCHAMPS SAUNY B H/R135,,
S00192201-B01,S00192201,ZOBBR,S,HERVE HORWARD B SP1/R2X500,,
S00193101-B01,S00193101,ZOBBR,S,HERVE STOKIS SP B SP,,
S00193401-B01,S00193401,ZOBBR,S,JALHAY B ST/R2000,,
S00170701-B01,S00170701,ZOBBR,S,FLORÉE LT B CE500+SU,,
S00193501-B01,S00193501,ZOBBR,S,JALHAY BANSIONS B H/R17,,
S00193701-B01,S00193701,ZOBBR,S,JALHAY BELHEID B ST/R40,,
S00170801-B01,S00170801,ZOBBR,S,GESVES LT B HY MOZET,,
S00193801-B01,S00193801,ZOBBR,S,JALHAY CHARNEUX B RCP,,
S00194001-B01,S00194001,ZOBBR,S,JALHAY CRAMA B ST/2X70,,
S00194201-B01,S00194201,ZOBBR,S,JALHAY FOYR B RCP,,
S00194301-B01,S00194301,ZOBBR,S,JALHAY HAUT NIVEZE B R50,,
S00170802-B01,S00170802,ZOBBR,S,GESVES LT B R50 LABAS,,
S00170803-B01,S00170803,ZOBBR,S,GESVES LT B R100 MONT-STEMARIE,,
S00194401-B01,S00194401,ZOBBR,S,JALHAY COKAIFAGNE B P1/R70,,
S00170804-B01,S00170804,ZOBBR,S,GESVES LT B SURPRESSEUR MOZET,,
S00194701-B01,S00194701,ZOBBR,S,JALHAY NIVEZE B SP1/R50,,
S00195101-B01,S00195101,ZOBBR,S,JALHAY POLLEUR VENNES B RCP17,,
S00195401-B01,S00195401,ZOBBR,S,JALHAY SARPAI B RCP1,,
S00195501-B01,S00195501,ZOBBR,S,JALHAY SOLWASTER B RCP20,,
S00195601-B01,S00195601,ZOBBR,S,JALHAY SURISTER B RCP,,
S00195701-B01,S00195701,ZOBBR,S,JALHAY TIEGE B H/CE110,,
S00171001-B01,S00171001,ZOBBR,S,HASTIÈRE LT B R180 BONSOY (R1),,
S00171002-B01,S00171002,ZOBBR,S,HASTIÈRE LT B R350+H BONSOY KANGOU,,
S00171003-B01,S00171003,ZOBBR,S,HASTIÈRE LT B SU BLAIMONT,,
S00196001-B01,S00196001,ZOBBR,S,LIERNEUX AMCOMONT B R66,,
S00171101-B01,S00171101,ZOBBR,S,ARBRE LT B CE100 LESVE,,
S00196101-B01,S00196101,ZOBBR,S,LIERNEUX ARBREFONTAINE B SP/R,,
S00171102-B01,S00171102,ZOBBR,S,ARBRE LT B R15 FALMAGNE,,
S00171103-B01,S00171103,ZOBBR,S,ARBRE LT B R15+SP RIVIÈRE1,,
S00171104-B01,S00171104,ZOBBR,S,ARBRE LT B R15+SP RIVIÈRE2,,
S00196201-B01,S00196201,ZOBBR,S,LIERNEUX BANEUX B ST/R20,,
S00171105-B01,S00171105,ZOBBR,S,ARBRE LT B R200 FERME D'ENHAUT,,
S00171106-B01,S00171106,ZOBBR,S,ARBRE LT 7 MEUSES CUVES HYDRO B,,
S00171201-B01,S00171201,ZOBBR,S,BOIS DE VILLERS B CE150+SU,,
S00196701-B01,S00196701,ZOBBR,S,LIERNEUX BRA VILLAGE B RCP18,,
S00196801-B01,S00196801,ZOBBR,S,LIERNEUX BRA VILLETTE B H,,
S00196901-B01,S00196901,ZOBBR,S,LIERNEUX FANGE COLAS B R37+H,,
S00171301-B01,S00171301,ZOBBR,S,LUSTIN LT B R100 DOSSIAS,,
S00171401-B01,S00171401,ZOBBR,S,HOUYET LT B R100 CIERGNON R6,,
S00171402-B01,S00171402,ZOBBR,S,HOUYET LT B R100 R2,,
S00197201-B01,S00197201,ZOBBR,S,LIERNEUX GRAND SART B H/R5,,
S00197301-B01,S00197301,ZOBBR,S,LIERNEUX JEVIGNE B SP/RT47,,
S00171404-B01,S00171404,ZOBBR,S,HOUYET LT B R50+SU VER R3,,
S00171406-B01,S00171406,ZOBBR,S,HOUYET LT B RCP15 GENDRON,,
S00197401-B01,S00197401,ZOBBR,S,LIERNEUX TRIXHEUF. B R80,,
S00197401-B02,S00197401,ZOBBR,S,LIERNEUX TRIXHEUF. B SP/ST/R,,
S00171501-B01,S00171501,ZOBBR,S,ROCHEFORT LT B R100 FORZEE,,
S00171502-B01,S00171502,ZOBBR,S,ROCHEFORT LT B RCP25 BUISSONVILLE,,
S00171601-B01,S00171601,ZOBBR,S,ST MARC LT B CE50 SAINT MARC,,
S00171602-B01,S00171602,ZOBBR,S,ST MARC LT B SP SAINT-MARC,,
S00171603-B01,S00171603,ZOBBR,S,ST MARC LT B R2700,,
S00171701-B01,S00171701,ZOBBR,S,LOYERS LT B R20 LIVES R5,,
S00197501-B01,S00197501,ZOBBR,S,LIERNEUX TROU DE BRA B RCP9,,
S00197601-B01,S00197601,ZOBBR,S,LIERNEUX VERLEUMONT B R2X30,,
S00197701-B01,S00197701,ZOBBR,S,LIMBOURG GOE B SU,,
S00198801-B01,S00198801,ZOBBR,S,MALMEDY AISANCE ARIMONT B P1,,
S00198901-B01,S00198901,ZOBBR,S,MALMEDY AL GOFE B R20 PETIT,,
S00198901-B02,S00198901,ZOBBR,S,MALMEDY AL GOFE BOUSSI. R/SU B,,
S00171901-B01,S00171901,ZOBBR,S,YVOIR LT B HY GODINNE TRYS,,
S00171902-B01,S00171902,ZOBBR,S,YVOIR LT B R50+SP NIERSANT,,
S00199101-B01,S00199101,ZOBBR,S,MALMEDY BAGATELLE B ST/SP/R200,,
S00199301-B01,S00199301,ZOBBR,S,MALMEDY BIERTASETSCHE B R70,,
S00171903-B01,S00171903,ZOBBR,S,YVOIR LT B R50+SP CHARREAU,,
S00199501-B01,S00199501,ZOBBR,S,MALMEDY CALVAIRE B R472,,
S00199601-B01,S00199601,ZOBBR,S,MALMEDY CHEVOFOSSE B ST,,
S00199601-B02,S00199601,ZOBBR,S,MALMEDY CHEVOFOSSE B D1,,
S00199601-B03,S00199601,ZOBBR,S,MALMEDY CHEVOFOSSE B R20,,
S00199701-B01,S00199701,ZOBBR,S,MALMEDY CHÔDES B BÂT A ST,,
S00171904-B01,S00171904,ZOBBR,S,YVOIR LT B R20+SP BLOCQMONT,,
S00171905-B01,S00171905,ZOBBR,S,YVOIR LT B R+SP LAIRBOIS,,
S00171906-B01,S00171906,ZOBBR,S,YVOIR LT B R25 BLOCQMONT,,
S00171907-B01,S00171907,ZOBBR,S,YVOIR LT B R100+SP RY D'AOUT,,
S00171908-B01,S00171908,ZOBBR,S,YVOIR LT B R65+SP PURNODE,,
S00171909-B01,S00171909,ZOBBR,S,YVOIR LT B RCP5 LUCHELET,,
S00171910-B01,S00171910,ZOBBR,S,YVOIR LT B SP SPONTIN BOCQ,,
S00171911-B01,S00171911,ZOBBR,S,YVOIR LT B SP TRICOINTE,,
S00199701-B02,S00199701,ZOBBR,S,MALMEDY CHÔDES B BÂT B SP+APP MES,,
S00171912-B01,S00171912,ZOBBR,S,YVOIR LT B SURPR. LAUNOIS,,
S00171913-B01,S00171913,ZOBBR,S,YVOIR LT B SURPR. QUESVAL,,
S00199701-B03,S00199701,ZOBBR,S,MALMEDY CHÔDES B BÂT C TUNNEL R500,,
S00199901-B01,S00199901,ZOBBR,S,MALMEDY COMBES B SP/R90,,
S00171914-B01,S00171914,ZOBBR,S,YVOIR LT B CE EVREHAILLES,,
S00171915-B01,S00171915,ZOBBR,S,YVOIR LT  B CE DORINNE,,
S00171916-B01,S00171916,ZOBBR,S,YVOIR LT B R1500 CHENE A L'IMAGE,,
S00200001-B01,S00200001,ZOBBR,S,MALMEDY CROIX DE CHÔDES B SP/R,,
S00171917-B01,S00171917,ZOBBR,S,YVOIR LT B GAYOLLE SURP,,
S00200201-B01,S00200201,ZOBBR,S,MALMEDY FLORIHEID BAS B RCP,,
S00200301-B01,S00200301,ZOBBR,S,MALMEDY FLORIHEID HAUT B SP/R,,
S00172101-B01,S00172101,ZOBBR,S,EMINES LT B CE500+SP,,
S00201101-B01,S00201101,ZOBBR,S,MALMEDY LIGNEU - HUBY B P/R30,,
S00172201-B01,S00172201,ZOBBR,S,NANINNE LT B R100+HYDROPHORE,,
S00201301-B01,S00201301,ZOBBR,S,MALMEDY LONGFAYE NOUVEAU B SU,,
S00201501-B01,S00201501,ZOBBR,S,MALMEDY MONT B ST R2X100,,
S00201601-B01,S00201601,ZOBBR,S,MALMEDY NAPOLEON B R33,,
S00172501-B01,S00172501,ZOBBR,S,HORDENNE LT B R8 ANCIEN,,
S00172501-B03,S00172501,ZOBBR,S,HORDENNE LT B R200+SP,,
S00201801-B01,S00201801,ZOBBR,S,MALMEDY OUTRELEPONT B SU,,
S00202101-B01,S00202101,ZOBBR,S,MALMEDY PREAIX B SU,,
S00172601-B01,S00172601,ZOBBR,S,GEMECHENNE LT B CHT+SP+PC,,
S00202201-B01,S00202201,ZOBBR,S,MALMEDY RECULEMONT CV B,,
S00172701-B01,S00172701,ZOBBR,S,LISOGNE LT SU,,
S00202401-B01,S00202401,ZOBBR,S,MALMEDY TAHON B R28,,
S00202601-B01,S00202601,ZOBBR,S,MALMEDY WARCHENNE B STATION,,
S00172801-B01,S00172801,ZOBBR,S,THYNES LT B R200,,
S00202801-B01,S00202801,ZOBBR,S,MALMEDY XHOFFRAIX B P1,,
S00202801-B02,S00202801,ZOBBR,S,MALMEDY XHOFFRAIX B SP/R30,,
S00172901-B01,S00172901,ZOBBR,S,HERBUCHENNE LT B R210+SP+PC,,
S00173001-B01,S00173001,ZOBBR,S,DRÉHANCE LT B R30,,
S00173101-B01,S00173101,ZOBBR,S,PONT D'AMOUR LT B R30,,
S00203301-B01,S00203301,ZOBBR,S,NEUPRE CHEVAUCHEE B SP,,
S00173301-B01,S00173301,ZOBBR,S,ST NICOLAS LT B R400,,
S00203401-B01,S00203401,ZOBBR,S,NEUPRE FINE PIERRE B RCP20,,
S00203501-B01,S00203501,ZOBBR,S,NEUPRE GRANDS CHAMPS B R260,,
S00173601-B01,S00173601,ZOBBR,S,TASSENIÈRE LT B SP+R+CHT,,
S00203601-B01,S00203601,ZOBBR,S,NEUPRE NEUVILLE B CE300,,
S00203801-B01,S00203801,ZOBBR,S,NEUPRE ROTHEUX RIMIERE B CE300,,
S00203901-B01,S00203901,ZOBBR,S,OLNE CHINCHOTTE B SP1,,
S00203901-B02,S00203901,ZOBBR,S,OLNE CHINCHOTTE B ST/G1,,
S00173701-B01,S00173701,ZOBBR,S,WESPIN LT B SP BELLEVUE,,
S00204101-B01,S00204101,ZOBBR,S,OLNE LA BOUTEILLE B CE400,,
S00204201-B01,S00204201,ZOBBR,S,OLNE SAINT HADELIN B RCP18,,
S00204601-B01,S00204601,ZOBBR,S,ANDENNE CHAMPSIA B SP/R450,,
S00176401-B01,S00176401,ZOBBR,S,ANDENNE GELBRESSEE B R50,,
S00187501-B01,S00187501,ZOBBR,S,FERRIERES EPINE B SP1/RT400,,
S00187601-B01,S00187601,ZOBBR,S,FERRIERES ERNONHEID B R45,,
S00188001-B01,S00188001,ZOBBR,S,FERRIERES MINIERES B SP/RT1000,,
S00188501-B01,S00188501,ZOBBR,S,FERRIERES ROUGE MINIERE B D1,,
S00188601-B01,S00188601,ZOBBR,S,FERRIERES SAINT-ROCH B RT100,,
S00188701-B01,S00188701,ZOBBR,S,FERRIERES ST-ANTOINE B RT100,,
S00205401-B01,S00205401,ZOBBR,S,PEPINSTER CHABOTTE B ST/R200,,
S00205501-B01,S00205501,ZOBBR,S,PEPINSTER CHALSECHE B RCP30,,
S00205801-B01,S00205801,ZOBBR,S,PEPINSTER CROMHAISSE B CE65,,
S00189101-B01,S00189101,ZOBBR,S,FERRIERES XHORIS B CE500,,
S00206001-B01,S00206001,ZOBBR,S,PEPINSTER GOFFONTAINE B RCP28,,
S00206101-B01,S00206101,ZOBBR,S,PEPINSTER GRAND FONTAINE B R,,
S00206301-B01,S00206301,ZOBBR,S,PEPINSTER HAUTS SARTS B RCP30,,
S00206401-B01,S00206401,ZOBBR,S,PEPINSTER N.D'AGUESSES B B R,,
S00206701-B01,S00206701,ZOBBR,S,PEPINSTER PANORAMA B SP1/R70,,
S00207301-B01,S00207301,ZOBBR,S,PEPINSTER ROCHEUX B SP/ST/G/R,,
S00207401-B01,S00207401,ZOBBR,S,PEPINSTER SAUTE B RCP5,,
S00207501-B01,S00207501,ZOBBR,S,PEPINSTER VANDERVELDE B R150,,
S00208001-B01,S00208001,ZOBBR,S,PLOMBIERES HOMBOURG B RCP25,,
S00208301-B01,S00208301,ZOBBR,S,PLOMBIERES MONTZEN B R1500,,
S00208401-B01,S00208401,ZOBBR,S,PLOMBIERES R.COULE B QM VAH,,
S00208601-B01,S00208601,ZOBBR,S,PLOMBIERES VAALS B SP1,,
S00209001-B01,S00209001,ZOBBR,S,PLOMBIERES WINDT B RCP30,,
S00209201-B01,S00209201,ZOBBR,S,RAEREN ALCAN B R300,,
S00209501-B01,S00209501,ZOBBR,S,RAEREN EYNATTEN B CE800,,
S00209801-B01,S00209801,ZOBBR,S,RAEREN HAUSET B SP/R500,,
S00210201-B01,S00210201,ZOBBR,S,RAEREN ROETGEN B SP/CE500,,
S00210501-B01,S00210501,ZOBBR,S,REMICOURT B P1,,
S00210502-B01,S00210502,ZOBBR,S,REMICOURT B ST/CE170,,
S00210502-B02,S00210502,ZOBBR,S,REMICOURT B ST/P2,,
S00210601-B01,S00210601,ZOBBR,S,SOUMAGNE ARNOLD TRILLET B R500,,
S00210901-B01,S00210901,ZOBBR,S,SOUMAGNE MELEN B CE500,,
S00211101-B01,S00211101,ZOBBR,S,SOUMAGNE VOIE DES BŒUFS B RCP,,
S00211201-B01,S00211201,ZOBBR,S,SPA BELHEID B R86,,
S00211301-B01,S00211301,ZOBBR,S,SPA BOVIERE BARISART B R150,,
S00240101-B01,S00240101,ZOBBR,S,ORTHO B R3 & R4 2X6000,,
S00211401-B01,S00211401,ZOBBR,S,SPA CREPPE B SP1/R100,,
S00240101-B02,S00240101,ZOBBR,S,ORTHO B SP,,
S00240101-B03,S00240101,ZOBBR,S,ORTHO B CV 10,,
S00240101-B04,S00240101,ZOBBR,S,ORTHO SURPRESSEUR CHALET B,,
S00240201-B01,S00240201,ZOBBR,S,LES TAILLES B R60+SP,,
S00240401-B01,S00240401,ZOBBR,S,WIBRIN NOUVEAU B R226,,
S00211501-B01,S00211501,ZOBBR,S,SPA FAWTAY B R250,,
S00211601-B01,S00211601,ZOBBR,S,SPA HEID-FANARD B R200,,
S00211701-B01,S00211701,ZOBBR,S,SPA HOCTAISART B R450,,
S00240901-B01,S00240901,ZOBBR,S,BONNERUE B R42,,
S00211801-B01,S00211801,ZOBBR,S,SPA LA FRAINEUSE =CREPPE RT B R87,,
S00211901-B01,S00211901,ZOBBR,S,SPA MALCHAMPS B H/R200,,
S00241001-B01,S00241001,ZOBBR,S,WIBRIN ANCIEN B R60,,
S00241201-B01,S00241201,ZOBBR,S,SAINT-ROCH 1 B R90,,
S00241301-B01,S00241301,ZOBBR,S,SAINT-ROCH 2 B R30,,
S00212001-B01,S00212001,ZOBBR,S,SPA MAMBAYE B R300,,
S00212101-B01,S00212101,ZOBBR,S,SPA SAUVENIERE B SP1/R100,,
S00241501-B01,S00241501,ZOBBR,S,CHERAS B R20+SP,,
S00241601-B01,S00241601,ZOBBR,S,DARCY-FONTENAILLE B R150+SP,,
S00212401-B01,S00212401,ZOBBR,S,SPRIMONT ANDOUMONT VILL,,
S00241801-B01,S00241801,ZOBBR,S,BURET B CE100,,
S00212501-B01,S00212501,ZOBBR,S,SPRIMONT BEAUVAL B SP/E1/G/R90,,
S00212601-B01,S00212601,ZOBBR,S,SPRIMONT BRUSSON,,
S00212701-B01,S00212701,ZOBBR,S,SPRIMONT CHANXHE B SP/R50,,
S00241802-B01,S00241802,ZOBBR,S,BURET B R40+SP,,
S00213101-B01,S00213101,ZOBBR,S,SPRIMONT DOLEMBREUX B CE120,,
S00241901-B01,S00241901,ZOBBR,S,CHABREHEZ B S,,
S00242001-B01,S00242001,ZOBBR,S,CEDROGNE B SURPRESSEUR,,
S00213102-B01,S00213102,ZOBBR,S,SPRIMONT DOLEMBREUX B P3,,
S00213301-B01,S00213301,ZOBBR,S,SPRIMONT FOCROULE CE160+SP B,,
S00242201-B01,S00242201,ZOBBR,S,VISSOULE B R45+SP,,
S00242401-B01,S00242401,ZOBBR,S,LATOUR  B ST+R2500+SP,,
S00242402-B01,S00242402,ZOBBR,S,LATOUR  B R4000,,
S00242403-B01,S00242403,ZOBBR,S,LATOUR  B P1,,
S00242404-B01,S00242404,ZOBBR,S,LATOUR  B P2,,
S00242405-B01,S00242405,ZOBBR,S,LATOUR  B P3,,
S00242501-B01,S00242501,ZOBBR,S,MARTELANGE AIVE B R300,,
S00242601-B01,S00242601,ZOBBR,S,HARDT B R80,,
S00213401-B01,S00213401,ZOBBR,S,SPRIMONT FORGES B SP/R,,
S00242801-B01,S00242801,ZOBBR,S,MARTELANGE FOCKEKNAPP B R25+SP,,
S00242901-B01,S00242901,ZOBBR,S,WAFFE B R45,,
S00213701-B01,S00213701,ZOBBR,S,SPRIMONT GOMZE B H,,
S00213901-B01,S00213901,ZOBBR,S,SPRIMONT HAUTE FOLIE B SU/CE,,
S00243101-B01,S00243101,ZOBBR,S,MORHET B R120+SP,,
S00214301-B01,S00214301,ZOBBR,S,SPRIMONT HOMBY B SP/RT81,,
S00243201-B01,S00243201,ZOBBR,S,REMIENCE B S,,
S00243301-B01,S00243301,ZOBBR,S,VAUX-SUR-SÛRE B PRÉPOMPAGE R,,
S00243302-B01,S00243302,ZOBBR,S,VAUX-SUR-SÛRE B R50+SP,,
S00243303-B01,S00243303,ZOBBR,S,VAUX-SUR-SÛRE B R50,,
S00243401-B01,S00243401,ZOBBR,S,MORHET STATION B RÉDUCTEUR,,
S00214601-B01,S00214601,ZOBBR,S,SPRIMONT LINCE B P5,,
S00243601-B01,S00243601,ZOBBR,S,CHENOGNE B R40,,
S00243801-B01,S00243801,ZOBBR,S,BOIS DE BORLON B R140+SP,,
S00243801-B02,S00243801,ZOBBR,S,BORLON B R600,,
S00243901-B01,S00243901,ZOBBR,S,LA CRESSONNIÈRE B E1+R20+SP,,
S00214701-B01,S00214701,ZOBBR,S,SPRIMONT OGNE B R97,,
S00215001-B01,S00215001,ZOBBR,S,SPRIMONT SAPINIERE  B SP/R,,
S00244001-B01,S00244001,ZOBBR,S,PETIT-HOUMART B D+SP,,
S00215301-B01,S00215301,ZOBBR,S,SPRIMONT VIEUX-SART B SP/D/P/R,,
S00215401-B01,S00215401,ZOBBR,S,SPRIMONT WARNOUMONT B P4,,
S00244201-B01,S00244201,ZOBBR,S,OPPAGNE B R50,,
S00244301-B01,S00244301,ZOBBR,S,VESIN,,
S00216001-B01,S00216001,ZOBBR,S,STAVELOT AYWEFATS B R120,,
S00216101-B01,S00216101,ZOBBR,S,STAVELOT BARONHEID B R100,,
S00216601-B01,S00216601,ZOBBR,S,STAVELOT COO BIESTER B ST/RT,,
S00216701-B01,S00216701,ZOBBR,S,STAVELOT COO CASCADE NEW B SU,,
S00216801-B01,S00216801,ZOBBR,S,STAVELOT BIESTER TH. COO SU B,,
S00217101-B01,S00217101,ZOBBR,S,STAVELOT FRAN.CIRCUIT B R2X120,,
S00217601-B01,S00217601,ZOBBR,S,STAVELOT GRANDPREZ B SU,,
S00244601-B01,S00244601,ZOBBR,S,BORLON ANCIEN R,,
S00217701-B01,S00217701,ZOBBR,S,STAVELOT HAUTE LEVÉE RT 60 B,,
S00217701-B02,S00217701,ZOBBR,S,STAVELOT HAUTE LEVÉE RCP6 B,,
S00217801-B01,S00217801,ZOBBR,S,STAVELOT HOCKAI B RT60/H,,
S00245201-B01,S00245201,ZOBBR,S,PETITE-SOMME,,
S00217901-B01,S00217901,ZOBBR,S,STAVELOT HOUVEGNEZ B ST,,
S00218101-B01,S00218101,ZOBBR,S,STAVELOT LODOMEZ B ST/R300/PC,,
S00218501-B01,S00218501,ZOBBR,S,STAVELOT RENARDMONT B SP/R30,,
S00218801-B01,S00218801,ZOBBR,S,STAVELOT RIVAGE HAUT B RT,,
S00218901-B01,S00218901,ZOBBR,S,STAVELOT RIVAGE MOYEN B SP/R,,
S00219301-B01,S00219301,ZOBBR,S,STAVELOT S/ WERIMONT B SP/R120,,
S00219401-B01,S00219401,ZOBBR,S,STAVELOT STOKEU BAS B SU,,
S00219501-B01,S00219501,ZOBBR,S,STAVELOT SOMAGNE HAUT B RT20,,
S00219501-B02,S00219501,ZOBBR,S,STAVELOT SOMAGNE B SP/R26,,
S00219601-B01,S00219601,ZOBBR,S,STAVELOT STOKEU B SP/RCP2,,
S00220101-B01,S00220101,ZOBBR,S,STAVELOT VIEUX CHÂTEAU NEW B R,,
S00220401-B01,S00220401,ZOBBR,S,STAVELOT RTE EAU ROUGE B SU,,
S00220501-B01,S00220501,ZOBBR,S,ST-GEORGES B R560,,
S00220701-B01,S00220701,ZOBBR,S,ST-GEORGES THIER RIGA B RCP40,,
S00220901-B01,S00220901,ZOBBR,S,ST-VITH BREITFELD B R36,,
S00220901-B02,S00220901,ZOBBR,S,ST-VITH BREITFELD B SU,,
S00221001-B01,S00221001,ZOBBR,S,ST-VITH HEUEM B ST/R50,,
S00221101-B01,S00221101,ZOBBR,S,ST-VITH L'WEILER B ST/RT36,,
S00221101-B02,S00221101,ZOBBR,S,ST-VITH L'WEILER B SP/D1/R50,,
S00247601-B01,S00247601,ZOBBR,S,SOY,,
S00221401-B01,S00221401,ZOBBR,S,THEUX BRONROMME B ST/R3,,
S00221601-B01,S00221601,ZOBBR,S,THEUX LA REID-CHEFNA B D1,,
S00221801-B01,S00221801,ZOBBR,S,THEUX ONEUX B R30,,
S00222501-B01,S00222501,ZOBBR,S,THIMISTER LES PLENESSES B R500,,
S00222701-B01,S00222701,ZOBBR,S,VERLAINE BOURLOTTE B R150,,
S00222801-B01,S00222801,ZOBBR,S,VERVIERS AV CORDONNIER B RCP,,
S00223101-B01,S00223101,ZOBBR,S,VERVIERS BOULEVARDS  B R,,
S00223201-B01,S00223201,ZOBBR,S,VERVIERS BOUQUETTE B R,,
S00223601-B01,S00223601,ZOBBR,S,VERVIERS WAIDES B SP,,
S00223701-B01,S00223701,ZOBBR,S,VERVIERS CHAFOUR B R,,
S00223801-B01,S00223801,ZOBBR,S,VERVIERS CRAHAY B RCP,,
S00224001-B01,S00224001,ZOBBR,S,VERVIERS CUVE DES ROCHES B SP,,
S00224001-B02,S00224001,ZOBBR,S,VERVIERS CUVE DES ROCHES B HTE,,
S00224101-B01,S00224101,ZOBBR,S,VERVIERS FAYS B CE,,
S00224201-B01,S00224201,ZOBBR,S,VERVIERS FERME MODELE B R+SP,,
S00224401-B01,S00224401,ZOBBR,S,VERVIERS HALLEUR B R,,
S00224501-B01,S00224501,ZOBBR,S,VERVIERS HOUCKAYE B SP,,
S00224601-B01,S00224601,ZOBBR,S,VERVIERS MALEMPRE B H/R,,
S00224801-B01,S00224801,ZOBBR,S,VERVIERS PETIT RECHAIN ZG B SP,,
S00227301-B01,S00227301,ZOBBR,S,VERVIERS SLAR B SP/PC,,
S00227601-B01,S00227601,ZOBBR,S,VERVIERS TRIBOMONT B R1250/PC,,
S00227901-B01,S00227901,ZOBBR,S,VIELSALM BIHAIN OTTRE B H,,
S00228101-B01,S00228101,ZOBBR,S,VIELSALM DAIROMONT B SP1,,
S00228201-B01,S00228201,ZOBBR,S,VIELSALM ENNAL ST B,,
S00228301-B01,S00228301,ZOBBR,S,VIELSALM FARNIERES B ST,,
S00228401-B01,S00228401,ZOBBR,S,VIELSALM FRAITURE B H/ST/R125,,
S00228401-B02,S00228401,ZOBBR,S,VIELSALM FRAITURE B SP/R75/PC,,
S00228501-B01,S00228501,ZOBBR,S,VIELSALM GOLONFA B R250,,
